CÓDIGO PROGRAMA;NOME PROGRAMA;AGENTE;AGENCY;MOEDA;MONTANTE;MONT. DISPONÍVEL;DATA INÍCIO;DATA FIM;DATA BREAK CLAUSE;DATA DENUNCIA;SPREAD;COMISSÃO AGENTE;PERIOCIDADE AGENTE;BASE CALCULO AGENTE;B.C. GARANTIA SUBS;COMISSÃO GARANTIA SUBS;PERIOCIDADE GARANTIA SUBS;BEI;CONVENANTS;ESTADO;Nº EMISSÕES VIVAS;Nº ALTERAÇÕES;TIPO TAXA;METODO COLOCACAO;TOMADA FIRME;INDICADOR INCLUIDO NO RELATORIO;INDICADOR INSC. INTERBOLSA;FUNDING BEI;LEI APLICAVEL
PCI001;Amorim Energia BV (Totta Ireland);BANCO SANTANDER TOTTA;9411;EUR;28400000;0;19/02/2016;08/05/2025;;;1.47;0.05;Semestral;Act/360;Act/360;0.25;Semestral;Não;Não;Validado BO;1;1;Taxa Fixa;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
