Código Altamira;Short Name;Código Sigom;Nome;Report Ref;Tipo;Data;Tipo Operativa;Lei Aplicavel;
8041471715;S23C;06163;SOCIEDADE TURISTICA DA CARRAPATEIRA LDA;CQ_BSP_S23C;Contrato Quadro;21-01-2008;Derivados;PRT;
8030156945;S23L;06169;SANTOS & AMELIA SILVA LDA;CQ_BSP_S23L;Contrato Quadro;02-01-2008;Derivados;PRT;
9002588363;D1QY;06166;CRISGELO, MANUTENCAO E REPARACAO DE EQUIPAMENTO DE HOTELARIA SOCIEDADE;CQ_BSP_D1QY;Contrato Quadro;03-12-2007;Derivados;PRT;
8002046351;CP0E;01171;CAMILO PINTO,SA;CQ_BSP_CP0E;Contrato Quadro;16-01-2008;Derivados;PRT;
2101310236;B4TR;06171;ACORPAR - SGPS, SA;CQ_BSP_B4TR;Contrato Quadro;06-12-2007;Derivados;PRT;
8023523233;NRD4;06180;NORTICER-SERIGRAFIA EM TELAS PLASTICAS,LDA;CQ_BSP_NRD4;Contrato Quadro;06-12-2007;Derivados;PRT;
8029696631;D1TB;06188;COOP.AGRICOLA NELAS,CRL;CQ_BSP_D1TB;Contrato Quadro;31-12-2007;Derivados;PRT;
5100285781;L0AK;06176;LOMBA & ARAUJO LDA;CQ_BSP_L0AK;Contrato Quadro;06-12-2007;Derivados;PRT;
7400288061;M1PX;06199;MMC MADEIRA MEDICAL CENTER S A;CQ_BSP_M1PX;Contrato Quadro;12-12-2007;Derivados;PRT;
7400044693;A381;06183;AGOSPAN PADARIA E PASTELARIA LDA;CQ_BSP_A381;Contrato Quadro;20-12-2007;Derivados;PRT;
9002489963;K9XV;06202;JOAO DA SILVA & COMPANHIA, LDA;CQ_BSP_K9XV;Contrato Quadro;20-12-2007;Derivados;PRT;
1700088726;LGWT;06200;INTRUM PORTUGAL UNIPESSOAL LDA;CQ_BSP_LGWT;Contrato Quadro;20-12-2007;Derivados;PRT;
7400368111;VPV8;06208;VETI PAREDES VESTUARIO CONFECCOES LDA;CQ_BSP_VPV8;Contrato Quadro;04-12-2007;Derivados;PRT;
7400099841;NRNI;06212;MELBILEX SOC.AGRO-PECUARIA UNIPESSOAL LDA;CQ_BSP_NRNI;Contrato Quadro;10-12-2007;Derivados;PRT;
7400421465;S23Y;06215;SODICAMARATE - HARD DISCOUNT;CQ_BSP_S23Y;Contrato Quadro;26-12-2007;Derivados;PRT;
2781001106;I0RJ;06221;IPROM - PRODUTOS METALICOS LDA;CQ_BSP_I0RJ;Contrato Quadro;21-12-2007;Derivados;PRT;
2711002636;F5XP;06218;FORMAS - COMERCIO DE MOVEIS LDA;CQ_BSP_F5XP;Contrato Quadro;06-12-2007;Derivados;PRT;
7400385773;KEUL;06219;K ELEMENTS UNIPESSOAL LDA;CQ_BSP_KEUL;Contrato Quadro;11-12-2007;Derivados;PRT;
8022379898;NROK;06227;NHS-REPRESENTACOES,COMERCIO E SERVICOS, LDA;CQ_BSP_NROK;Contrato Quadro;17-12-2007;Derivados;PRT;
7400340019;VL11;06223;VICONGEL LDA;CQ_BSP_VL11;Contrato Quadro;17-12-2007;Derivados;PRT;
8045382294;D1X6;06210;CONSTRIMOCAL-IMOBILIARIA LDA.;CQ_BSP_D1X6;Contrato Quadro;07-01-2008;Derivados;PRT;
6220004749;LGXI;06242;LAFITTE CORK PORTUGAL S.A.;CQ_BSP_LGXI;Contrato Quadro;26-12-2007;Derivados;PRT;
8000953340;TEAD;03373;TRANSGRUA -TRANSPORTES, REPRESENTACOES E ALUGUER DE EQUIPAMENTOS, S.A.;CQ_BSP_TEAD;Contrato Quadro;20-12-2007;Derivados;PRT;
9002139348;S243;06228;SOARES & LOPES - CONSTRUCAO CIVIL,LDA;CQ_BSP_S243;Contrato Quadro;13-12-2007;Derivados;PRT;
8005697968;M1QC;06271;MARTINS E VILAS LDA;CQ_BSP_M1QC;Contrato Quadro;14-12-2007;Derivados;PRT;
7400384666;DBJF;06254;DANTONIO - BAR, SNACK BAR, RESTAURANTE, SIMILARES DE HOTELARIA LDA;CQ_BSP_DBJF;Contrato Quadro;07-12-2007;Derivados;PRT;
8039844123;M1QB;06265;MOBICARP - IND.MOBILIARIO CARPINTARIA, LDA.;CQ_BSP_M1QB;Contrato Quadro;14-12-2007;Derivados;PRT;
2681001186;A38Z;06247;ANTONIO & FERNANDO SILVA LDA;CQ_BSP_A38Z;Contrato Quadro;20-12-2007;Derivados;PRT;
8046525108;D1XT;06238;COVEMA - MADEIRAS, LDA;CQ_BSP_D1XT;Contrato Quadro;18-12-2007;Derivados;PRT;
1700182436;F5Y0;06245;FOZMARINA CONSTRUCAO E INVESTIMENTOS IMOBILIARIOS LDA;CQ_BSP_F5Y0;Contrato Quadro;17-12-2007;Derivados;PRT;
8001006681;H0FY;06278;HORTA & FERREIRA,LDA;CQ_BSP_H0FY;Contrato Quadro;17-12-2007;Derivados;PRT;
7400413191;IHEL;06296;IMO HIGHT E LOW-INVESTIMENTOS IMOBILIARIOS LDA;CQ_BSP_IHEL;Contrato Quadro;23-01-2008;Derivados;PRT;
7400388782;EG41;06252;ECLODIR - PARTICIPACOES E SERVICOS LDA;CQ_BSP_EG41;Contrato Quadro;07-04-2008;Derivados;PRT;
9002373020;B4ZJ;06257;A. M. BRITO & FILHOS - CARPINTARIA LDA;CQ_BSP_B4ZJ;Contrato Quadro;28-12-2007;Derivados;PRT;
8046556753;SNLX;06282;FARMACIA COSTA OLIVEIRA LDA;CQ_BSP_SNLX;Contrato Quadro;14-12-2007;Derivados;PRT;
7400301491;NTRL;06267;NUMARC TRANSPORTES RODOVIARIOS LDA;CQ_BSP_NTRL;Contrato Quadro;24-01-2008;Derivados;PRT;
7400317020;B4ZP;06285;ARMINDA OLIVEIRA UNIPESSOAL LDA;CQ_BSP_B4ZP;Contrato Quadro;14-12-2007;Derivados;PRT;
9000689734;DD30;06275;DENTAL CLINICA MODERNO LDA;CQ_BSP_DD30;Contrato Quadro;10-12-2008;Derivados;PRT;
1700207247;S249;06300;SOARES & GREGO, LDA;CQ_BSP_S249;Contrato Quadro;15-01-2008;Derivados;PRT;
2481004043;P0ZK;06284;PEREIRA & PESTANA TRANSPORTES, LDA;CQ_BSP_P0ZK;Contrato Quadro;18-12-2007;Derivados;PRT;
8046430726;T0D9;06295;TIMESTAMP - SISTEMAS DE INFORMACAO SA;CQ_BSP_T0D9;Contrato Quadro;28-01-2008;Derivados;PRT;
8045820171;A391;06306;AERONORTE TRANSPORTES AEREOS SA;CQ_BSP_A391;Contrato Quadro;08-01-2008;Derivados;PRT;
8001591497;MS0S;03551;MAROUCO, S.A.;CQ_BSP_MS0S;Contrato Quadro;17-06-2009;Derivados;PRT;
9001868550;SK4E;06334;SDD - SOLUCOES EM MADEIRA, LDA;CQ_BSP_SK4E;Contrato Quadro;28-12-2007;Derivados;PRT;
9001767777;STQQ;06342;SULDEZ - SOCIEDADE ELECTROMECANICA LDA;CQ_BSP_STQQ;Contrato Quadro;02-01-2008;Derivados;PRT;
7400350749;IGIL;06354;INTERTOMARIMO SOCIEDADE GESTAO IMOBILIARIA LDA;CQ_BSP_IGIL;Contrato Quadro;03-01-2008;Derivados;PRT;
8004389301;FMFT;00818;FABRICA DE MALHAS FILOBRANCA SA;CQ_BSP_FMFT;Contrato Quadro;21-11-2013;Derivados;PRT;
8028233117;U03E;06339;UNIQUATRO-METALURGICA,LDA;CQ_BSP_U03E;Contrato Quadro;29-01-2008;Derivados;PRT;
7400133268;NRVV;06340;MANUEL JOAQUIM ALVES CARVALHO LDA;CQ_BSP_NRVV;Contrato Quadro;21-12-2007;Derivados;PRT;
7400401611;D20D;06356;CAFETARIAS JERONIMO & GONCALVES LDA;CQ_BSP_D20D;Contrato Quadro;08-01-2008;Derivados;PRT;
7400029943;Z001;03742;ZOOFEIRA - ARTIGOS PARA ANIMAIS UNIPESSOAL LDA;CQ_BSP_Z001;Contrato Quadro;12-06-2006;Derivados;PRT;
9000969765;LGXK;06249;LORMOR-SOCIEDADE AGRO PECUARIA,LDA;CQ_BSP_LGXK;Contrato Quadro;23-09-2008;Derivados;PRT;
9000658454;VFOM;06351;VITOR FERNANDO OLIVEIRA MONTEIRO,LDA;CQ_BSP_VFOM;Contrato Quadro;21-12-2007;Derivados;PRT;
8041664463;A39B;06380;ALVILAR - CONSTRUCAO CIVIL LDA;CQ_BSP_A39B;Contrato Quadro;22-02-2008;Derivados;PRT;
1700198435;V0GI;06383;VERCOOPE UNIAO DAS ADEGAS COOPERATIVAS DA REGIAO DOS VINHOS VERDES UCR;CQ_BSP_V0GI;Contrato Quadro;08-01-2008;Derivados;PRT;
7400220409;D20E;06386;CONSTRUCOES ARUNCALAR LDA;CQ_BSP_D20E;Contrato Quadro;29-01-2008;Derivados;PRT;
8031189983;M1QG;06359;M. CRUZ & SOARES LDA;CQ_BSP_M1QG;Contrato Quadro;18-12-2007;Derivados;PRT;
7400393218;L0AS;06400;LAGOAVIVA - SOCIEDADE IMOBILIARIA S.A.;CQ_BSP_L0AS;Contrato Quadro;26-12-2007;Derivados;PRT;
8032301407;NRZB;06403;METALVISA-SERRALHARIA MECANICA, LDA;CQ_BSP_NRZB;Contrato Quadro;15-01-2008;Derivados;PRT;
9002561605;C33H;06406;COSTA & MACHADO - GABINETE DE CONTABILIDADE, LDA;CQ_BSP_C33H;Contrato Quadro;20-12-2007;Derivados;PRT;
7400000117;S24F;06411;SILVA & MARTINS CAMPOS LDA;CQ_BSP_S24F;Contrato Quadro;21-04-2008;Derivados;PRT;
9001054400;STQT;06408;STILC SERVICOS TECNICOS DE INFORMATICA LOGISTICA E COMUNICACAO LDA;CQ_BSP_STQT;Contrato Quadro;31-12-2007;Derivados;PRT;
1700201803;BB3Y;06409;BELMIRO BRAGANCA, CONSTRUCOES CIVIS, LDA;CQ_BSP_BB3Y;Contrato Quadro;21-04-2008;Derivados;PRT;
2100246363;B52D;06420;BRITO & BRITO, LDA;CQ_BSP_B52D;Contrato Quadro;11-01-2008;Derivados;PRT;
8008007975;RK9L;06430;REPRESENTACOES INTERNACIONAIS LOBO, LDA;CQ_BSP_RK9L;Contrato Quadro;02-01-2008;Derivados;PRT;
7400358113;PNJ7;06427;P M P I ACO DECORACAO INOVACAO LDA;CQ_BSP_PNJ7;Contrato Quadro;27-12-2007;Derivados;PRT;
7400312980;C33W;06438;CELIGRAL - CONSTRUCOES LDA;CQ_BSP_C33W;Contrato Quadro;26-12-2007;Derivados;PRT;
7400294673;B56Y;06441;AFRICORTE-IMP.E COM.FERRAM.MAQ.LDA;CQ_BSP_B56Y;Contrato Quadro;22-02-2008;Derivados;PRT;
8023656180;D7CJ;09776;CENTRO DE JARDINAGEM SOGRENE,LDA;CQ_BSP_D7CJ;Contrato Quadro;12-08-2008;Derivados;PRT;
7400452289;E1F2;09791;ECOLOFT - MEDIACAO IMOBILIARIA LDA;CQ_BSP_E1F2;Contrato Quadro;11-09-2008;Derivados;PRT;
7400240019;AI6V;04651;ANTONIO AUGUSTO ALVES DA COSTA TELES LDA;CQ_BSP_AI6V;Contrato Quadro;12-02-2007;Derivados;PRT;
7400105519;TL02;03384;TEXMADE - TEXTEIS, LDA;CQ_BSP_TL02;Contrato Quadro;05-05-2006;Derivados;PRT;
7400121933;I0JQ;04653;IMOPEDROSO - SOCIEDADE DE GESTAO IMOBILIARIA LDA;CQ_BSP_I0JQ;Contrato Quadro;21-07-2008;Derivados;PRT;
7400124896;M0XB;04654;MORIZIMO LDA;CQ_BSP_M0XB;Contrato Quadro;21-07-2008;Derivados;PRT;
8037952044;F2PK;04660;FMIR FORNECIMENTO MATERIAIS ISOLAMENTO LDA;CQ_BSP_F2PK;Contrato Quadro;08-03-2007;Derivados;PRT;
12361;D08I;04662;RNM - PRODUTOS QUIMICOS S.A.;CQ_BSP_D08I;Contrato Quadro;03-07-2015;Derivados;PRT;
9000690473;O04D;04663;ODIMACO-CONSTRUCOES LDA;CQ_BSP_O04D;Contrato Quadro;01-06-2007;Derivados;PRT;
5100600791;I0JR;04664;IMOLIMAINTER - SOCIEDADE DE GESTÃO IMOBILIÁRIA LDA;CQ_BSP_I0JR;Contrato Quadro;13-02-2007;Derivados;PRT;
8046517020;ZLUD;02193;ZUME-CONSTRUCOES S.A.;CQ_BSP_ZLUD;Contrato Quadro;20-02-2006;Derivados;PRT;
8024668931;DCDO;02194;CENTRO CERRO-EMP CONST CIVIL OBRAS PUBLICAS S.A.;CQ_BSP_DCDO;Contrato Quadro;29-09-2008;Derivados;PRT;
8026874338;CLL0;03375;CREIXOAUTO - COMBUSTIVEIS E LUBRIFICANTES, S.A.;CQ_BSP_CLL0;Contrato Quadro;08-03-2006;Derivados;PRT;
1700114214;TJ00;00470;TRIMALHAS - KNIT INSPIRATION SA;CQ_BSP_TJ00;Contrato Quadro;01-08-2006;Derivados;PRT;
7400157139;SFC9;04671;SELENIS FIBRAS-PROD. COMERCIALIZ. DE FIBRAS DE POLIEST. P/IND TEX,LDA;CQ_BSP_SFC9;Contrato Quadro;14-03-2007;Derivados;PRT;
5100265777;N0KI;04682;MICROPLASTICOS S.A.;CQ_BSP_N0KI;Contrato Quadro;14-10-2008;Derivados;PRT;
7400248210;CK6Y;04670;CONSTRUCOES GONDARIZ UNIPESSOAL LDA;CQ_BSP_CK6Y;Contrato Quadro;15-02-2007;Derivados;PRT;
8040209521;JL0N;04678;JOSE LUIS-MADEIRAS,LDA;CQ_BSP_JL0N;Contrato Quadro;19-03-2007;Derivados;PRT;
8005608121;MC02;03311;MUNDAGRO-SOCIEDADE COMERCIAL DE PRODUTOS AGRICOLAS E PECUARIOS, LIMITA;CQ_BSP_MC02;Contrato Quadro;07-03-2006;Derivados;PRT;
243973;I02A;01433;INTRIPAS-INDUSTRIA DE TRIPAS DO TRANCAO, LDA.;CQ_BSP_I02A;Contrato Quadro;27-02-2014;Derivados;PRT;
7400123400;E0N2;04655;EVERESTE INVESTE UNIPESSOAL LDA;CQ_BSP_E0N2;Contrato Quadro;21-07-2008;Derivados;PRT;
7400000551;O04E;04684;OBLATUM - SOCIEDADE FARMACEUTICA UNIPESSOAL, LDA;CQ_BSP_O04E;Contrato Quadro;21-02-2007;Derivados;PRT;
8008565341;B0G5;04677;PROVENCE INTERNATIONAL LDA EM LIQUIDACAO;CQ_BSP_B0G5;Contrato Quadro;19-03-2007;Derivados;PRT;
5100279121;P0PG;04676;PROVENCE MOBILIARIO LDA;CQ_BSP_P0PG;Contrato Quadro;27-02-2007;Derivados;PRT;
7400289889;PBOZ;04680;PHARMA BELEZA LDA;CQ_BSP_PBOZ;Contrato Quadro;12-03-2007;Derivados;PRT;
8046322591;N0RR;04686;MIGUEL FERREIRA-INDUSTRIA MOBILIARIO, LDA.;CQ_BSP_N0RR;Contrato Quadro;02-03-2007;Derivados;PRT;
8043849697;FTPL;04687;FIRMINO TEIXEIRA PEREIRA LDA;CQ_BSP_FTPL;Contrato Quadro;17-04-2007;Derivados;PRT;
8040141215;S1CD;04683;SISQUAL WORKFORCE MANAGEMENT LDA;CQ_BSP_S1CD;Contrato Quadro;01-03-2007;Derivados;PRT;
9001529639;FMT0;03290;AMERICOLD PORTO WAREHOUSING SA;CQ_BSP_FMT0;Contrato Quadro;27-03-2006;Derivados;PRT;
8022336589;F2W1;04690;FAMETAL-FABRICA PORTUGUESA DE ESTRUTURAS METALICAS S.A.;CQ_BSP_F2W1;Contrato Quadro;21-02-2007;Derivados;PRT;
130967;VAQ0;04693;VLFH-AUTO PECAS-COMPRA E VENDA DE VEICULOS COMERCIO DE PECAS E AC;CQ_BSP_VAQ0;Contrato Quadro;08-03-2007;Derivados;PRT;
8030684147;BFTW;04691;A CARVALHO & SIMOES, LDA;CQ_BSP_BFTW;Contrato Quadro;23-02-2007;Derivados;PRT;
7400001059;CKAG;04694;CASA AGRICOLA ARCO LDA;CQ_BSP_CKAG;Contrato Quadro;16-02-2007;Derivados;PRT;
5100269870;PEQ3;04695;PORTOSAUDE EQUIPAMENTOS CLINICOS LABORATORIAIS E HOSPITALARES LDA;CQ_BSP_PEQ3;Contrato Quadro;26-02-2007;Derivados;PRT;
7400268350;JR5H;04689;JOAO ONEILL PEDROSA, UNIPESSOAL LDA;CQ_BSP_JR5H;Contrato Quadro;02-03-2007;Derivados;PRT;
8010751805;JPTP;03108;JOAO PIRES INTERNACIONAL TRANSPORTES,LDA;CQ_BSP_JPTP;Contrato Quadro;11-01-2006;Derivados;PRT;
8043658995;JR8U;04697;JOAO LAGOS SPORTS-GESTAO EVENTOS,SA;CQ_BSP_JR8U;Contrato Quadro;07-03-2007;Derivados;PRT;
5100304792;LL0V;04704;LOVE LIFE - REPRESENTAÇÕES E EXPLORAÇÃO COMERCIAL LDA;CQ_BSP_LL0V;Contrato Quadro;09-03-2007;Derivados;PRT;
3491002341;PJNF;04696;PAULO JORGE MARQUES SIMOES SANTO;CQ_BSP_PJNF;Contrato Quadro;30-03-2007;Derivados;PRT;
5100261998;FFRL;03309;F S FERREIRA RAMALHO LDA;CQ_BSP_FFRL;Contrato Quadro;02-03-2006;Derivados;PRT;
7400211444;CQ73;04699;CHAIMITE - PADARIA E PASTELARIA, LDA;CQ_BSP_CQ73;Contrato Quadro;12-03-2007;Derivados;PRT;
8001337052;JAG2;03289;JODIQUE ARTES GRAFICAS,LDA;CQ_BSP_JAG2;Contrato Quadro;02-03-2006;Derivados;PRT;
7400102782;RS5D;04708;RIO STATE - EMPREENDIMENTOS IMOBILIARIOS S.A.;CQ_BSP_RS5D;Contrato Quadro;23-02-2007;Derivados;PRT;
8044757737;ARVP;02257;ASTA REGIA - VINHOS DE PORTUGAL SA;CQ_BSP_ARVP;Contrato Quadro;10-03-2006;Derivados;PRT;
6220004030;D08K;04702;DIMOPE - DISTRIBUIDORA DE MOTOCICLOS E PECAS, LDA.;CQ_BSP_D08K;Contrato Quadro;02-03-2007;Derivados;PRT;
7400022898;EL0I;04723;EGIESTRELA-CONSTRUCOES LDA.;CQ_BSP_EL0I;Contrato Quadro;11-04-2007;Derivados;PRT;
5100264630;TTMC;02295;TMC TRANSPORTES MARIO CARDADEIRO SA;CQ_BSP_TTMC;Contrato Quadro;22-02-2005;Derivados;PRT;
9002641057;V0AL;04725;VIBORA - MANUFACTURAS TEXTEIS LDA;CQ_BSP_V0AL;Contrato Quadro;26-02-2007;Derivados;PRT;
8030661883;EERP;03046;EQUIPRAIA-COMERCIO DE EQUIPAMENTOS E REPRESENTACOES DA PRAIA DA VITORI;CQ_BSP_EERP;Contrato Quadro;09-12-2005;Derivados;PRT;
8025516104;F2YN;04726;F.MARQUES DA SILVA S.A.;CQ_BSP_F2YN;Contrato Quadro;27-10-2014;Derivados;PRT;
7400088885;O04I;04728;ORVEME - CONSTRUCAO CIVIL LDA;CQ_BSP_O04I;Contrato Quadro;14-06-2007;Derivados;PRT;
3931002119;A1Z3;04727;JOAQUIM JOSE;CQ_BSP_A1Z3;Contrato Quadro;28-03-2007;Derivados;PRT;
8046340830;CK7K;04713;CAMPO DE FLORES - CRECHES E JARDINS DE INFANCIA,LDA;CQ_BSP_CK7K;Contrato Quadro;23-03-2007;Derivados;PRT;
2100968934;A1XX;04706;ALVENOBRA - SOCIEDADE DE CONSTRUCOES LDA.;CQ_BSP_A1XX;Contrato Quadro;27-03-2007;Derivados;PRT;
9002684175;TFBL;04724;TRANSPORTES FATIMA BRIGIDA LDA;CQ_BSP_TFBL;Contrato Quadro;08-03-2007;Derivados;PRT;
1700178451;A1Z6;04729;AKI-DEL-MAR - COMERCIO E INDUSTRIA DE MARISCOS LDA;CQ_BSP_A1Z6;Contrato Quadro;02-04-2007;Derivados;PRT;
8022777764;T0A7;04705;TELUSCOP - TELECOMUNICACOES, ELECTRICIDADE, CONSTRUCAO CIVIL E OBRAS P;CQ_BSP_T0A7;Contrato Quadro;27-03-2007;Derivados;PRT;
5100286262;P0PU;04716;PROCURTEX COMERCIO DE PRODUTOS QUIMICOS E PELES LDA EM LIQUIDACAO;CQ_BSP_P0PU;Contrato Quadro;07-03-2007;Derivados;PRT;
8021271605;AJ6M;04714;AVICOLA ANSIANENSE, LDA;CQ_BSP_AJ6M;Contrato Quadro;16-03-2007;Derivados;PRT;
8045138267;AJ5R;04711;APOLINO FERREIRA & FILHOS, LDA;CQ_BSP_AJ5R;Contrato Quadro;29-03-2007;Derivados;PRT;
8045795217;JKXZ;04712;J RIO CONSTRUCAO CIVIL LDA;CQ_BSP_JKXZ;Contrato Quadro;16-03-2007;Derivados;PRT;
7400077990;AL2R;04717;ARIEIV LDA;CQ_BSP_AL2R;Contrato Quadro;09-03-2007;Derivados;PRT;
2100648122;M10U;04741;MASSA INSOLVENTE DE METALGUI-ESTRUTURAS METALICAS LDA;CQ_BSP_M10U;Contrato Quadro;13-03-2007;Derivados;PRT;
8005537217;C21Z;04738;COESA-COMPOSTOS ESPECIFICOS PARA ANIMAIS LDA;CQ_BSP_C21Z;Contrato Quadro;18-04-2007;Derivados;PRT;
8041634586;JA94;04730;JOSE ANICETO & IRMAO LDA;CQ_BSP_JA94;Contrato Quadro;13-03-2007;Derivados;PRT;
7400291109;PD0K;04744;PEDRAS D ARA - EXTRACCAO E COMERCIO DE ROCHAS ORNAMENTAIS LDA;CQ_BSP_PD0K;Contrato Quadro;14-03-2007;Derivados;PRT;
7400202751;CEA2;04743;CREME E AROMA - CAFETARIA, LDA;CQ_BSP_CEA2;Contrato Quadro;11-04-2007;Derivados;PRT;
9000661736;SF5B;04734;SOC CONST TERRAPLANAGENS CARLOS JOSE,LDA;CQ_BSP_SF5B;Contrato Quadro;20-04-2007;Derivados;PRT;
8030662085;CDZO;02289;CONZEL-CONSTRUCOES ZEZERE SA;CQ_BSP_CDZO;Contrato Quadro;17-02-2005;Derivados;PRT;
8042062367;CD00;03241;SORTILEGIO, LDA;CQ_BSP_CD00;Contrato Quadro;08-03-2006;Derivados;PRT;
8039530580;I0KH;04742;INERITOS-CONSTRUCOES,LDA;CQ_BSP_I0KH;Contrato Quadro;12-03-2007;Derivados;PRT;
8042972270;CKJR;04748;CARREGALPECAS-ACESSORIOS AUTOMOVEIS,LDA.;CQ_BSP_CKJR;Contrato Quadro;15-03-2007;Derivados;PRT;
2641007128;H0AZ;04749;HORIZONTE-TERMICO - DECORACAO DE INTERIORES LDA;CQ_BSP_H0AZ;Contrato Quadro;15-03-2007;Derivados;PRT;
8009744114;PACJ;03021;PINTOBAR-EXPLORACAO AVICOLA LDA;CQ_BSP_PACJ;Contrato Quadro;13-03-2007;Derivados;PRT;
3811002191;Q00Y;04758;QUADRADO-SOCIEDADE COMERCIAL DE SERVICOS E ADMINISTRACAO LDA;CQ_BSP_Q00Y;Contrato Quadro;04-04-2007;Derivados;PRT;
8030961880;CCA8;01154;CASA CADAVAL - INVESTIMENTOS AGRICOLAS, S.A.;CQ_BSP_CCA8;Contrato Quadro;26-11-2004;Derivados;PRT;
;TPD0;01157;TRANSPORTES PAULO DUARTE,LDA.;CQ_BSP_TPD0;Contrato Quadro;19-11-2004;Derivados;PRT;
8009125750;MPCF;01167;MOISES PINTO CARVALHO & FILHOS LDA;CQ_BSP_MPCF;Contrato Quadro;02-10-2003;Derivados;PRT;
57345;LPS1;01176;PIZARRO SA;CQ_BSP_LPS1;Contrato Quadro;14-11-2005;Derivados;PRT;
8043646658;IS12;01178;IC2A - SOCIEDADE DE RESTAURACAO, SA;CQ_BSP_IS12;Contrato Quadro;17-11-2004;Derivados;PRT;
8038355256;BRPT;01179;BRAGALUX MONTAGENS ELECTRICAS SA;CQ_BSP_BRPT;Contrato Quadro;18-11-2004;Derivados;PRT;
8038210114;PEES;01180;POTAUCO - EQUIPAMENTOS E SISTEMAS ELECTRICOS SA;CQ_BSP_PEES;Contrato Quadro;18-11-2004;Derivados;PRT;
8044010255;51RK;01233;INFRAESTRUTURAS DE PORTUGAL S.A.;CQ_BSP_51RK;Contrato Quadro;07-11-2003;Derivados;PRT;
8046385477;AEC0;01239;ARTIPORTELA - ARTEFACTOS DE CIMENTO SA;CQ_BSP_AEC0;Contrato Quadro;02-12-2003;Derivados;PRT;
8046532283;CIIN;01261;CANICENTROGOLDEN - INVESTIMENTOS IMOBILIARIOS LDA;CQ_BSP_CIIN;Contrato Quadro;13-07-2005;Derivados;PRT;
;DAUV;01264;CERAMICA AVELAR SA,TORRES VEDRAS;CQ_BSP_DAUV;Contrato Quadro;01-09-2004;Derivados;PRT;
2360001464;EEDC;01268;EDIVISA EMPRESA DE CONSTRUCOES SA;CQ_BSP_EEDC;Contrato Quadro;30-09-2004;Derivados;PRT;
5100271244;FSSS;01269;FERNANDO SIMAO SGPI SA;CQ_BSP_FSSS;Contrato Quadro;25-08-2004;Derivados;PRT;
9001828005;UQDC;01270;VISABEIRA - IMOBILIARIA SA;CQ_BSP_UQDC;Contrato Quadro;30-09-2004;Derivados;PRT;
3421002041;AM09;01271;A FERREIRA MOTOR COMERCIO DE AUTOMOVEIS LDA;CQ_BSP_AM09;Contrato Quadro;01-09-2004;Derivados;PRT;
8003228035;MRGT;01273;MRG ENGENHARIA E CONSTRUCAO SA;CQ_BSP_MRGT;Contrato Quadro;01-09-2004;Derivados;PRT;
8008742675;MCAV;01274;METALURGICA CENTRAL ALHOS VEDROS LDA;CQ_BSP_MCAV;Contrato Quadro;31-08-2004;Derivados;PRT;
;BR09;01275;BALUARTE-SOCIEDADE DE RECOLHA E RECUPERACAO DE DESPERDICIOS, LDA;CQ_BSP_BR09;Contrato Quadro;02-08-2005;Derivados;PRT;
8027130849;NMXS;01282;MADEIRA & MADEIRA-IMPORT.FER.FERRAMENTAS,SA;CQ_BSP_NMXS;Contrato Quadro;28-12-2005;Derivados;PRT;
8023978352;MCEI;01285;METALOCARDOSO - CONSTRUCOES METALICAS GALVANIZACAO SA;CQ_BSP_MCEI;Contrato Quadro;08-09-2004;Derivados;PRT;
5100261230;JESP;01286;J.P.C. ELASTICOS S.A.;CQ_BSP_JESP;Contrato Quadro;01-10-2004;Derivados;PRT;
5100460170;TSLO;01289;TEXTIL SAMCASI LDA;CQ_BSP_TSLO;Contrato Quadro;07-06-2005;Derivados;PRT;
8002781944;51GO;01292;CUDELL - OUTDOOR SOLUTIONS, S.A.;CQ_BSP_51GO;Contrato Quadro;24-09-2003;Derivados;PRT;
8023049791;MMES;01293;MONSEGUR -CONSTRUCAO E SINALIZACAO S.A.;CQ_BSP_MMES;Contrato Quadro;26-07-2005;Derivados;PRT;
5100272191;CS0R;01302;CAFE - SOCIEDADE DE CONSTRUCOES, S.A.;CQ_BSP_CS0R;Contrato Quadro;26-11-2004;Derivados;PRT;
8024692762;AFPL;01306;ARTUR FERNANDO PINTO LEITE & IRMAO;CQ_BSP_AFPL;Contrato Quadro;07-11-2002;Derivados;PRT;
9001778449;ISG0;01308;ILIDIO DOS SANTOS GALEIRAS E CA LDA;CQ_BSP_ISG0;Contrato Quadro;26-11-2004;Derivados;PRT;
2360006013;JDEV;02524;INFINITUM INDUSTRIA CONFECCOES LDA;CQ_BSP_JDEV;Contrato Quadro;04-07-2005;Derivados;PRT;
9001330591;AIOD;02525;AVEILAR IMOVEIS LDA;CQ_BSP_AIOD;Contrato Quadro;08-06-2005;Derivados;PRT;
5100272258;AUBB;02527;A BRAGANCANA CONSTRUCOES UNIPESSOALLDA LDA;CQ_BSP_AUBB;Contrato Quadro;24-05-2005;Derivados;PRT;
7400037305;FNLR;02531;FRUTAS NUFRI UNIPESSOAL, LDA.;CQ_BSP_FNLR;Contrato Quadro;01-08-2006;Derivados;PRT;
8046523166;TIOM;02532;TOPIMUS - EMPREENDIMENTOS IMOBILIARIOS S.A.;CQ_BSP_TIOM;Contrato Quadro;06-06-2005;Derivados;PRT;
