Código Altamira;Short Name;Código Sigom;Nome;Report Ref;Tipo;Data;Tipo Operativa;Lei Aplicavel;
7400414968;C3MK;09299;GLORIOUS GYM SOCIEDADE UNIPESSOAL LDA;C3MK;Contrato Quadro;29-07-2008;Derivados;PRT;
5100533458;ER70;18165;EUROSSINTEL-SOCIEDADE INDUSTRIAL DE TEXTEIS, S.A.;CQ_BSP_ER70;Contrato Quadro;26-04-2010;Derivados;PRT;
7400203513;D6JG;09056;CONFECCOES SUSISPORT - VESTUARIO DESPORTIVO, UNIPESSOAL LDA;D6JG;Contrato Quadro;27-06-2008;Derivados;PRT;
8000043139;E1DE;09074;EDITORIAL VERBO,SA;E1DE;Contrato Quadro;16-09-2008;Derivados;PRT;
72102;M2MV;18167;MILAGAIA & FILHOS LDA .;CQ_BSP_M2MV;Contrato Quadro;21-04-2010;Derivados;PRT;
8046589619;V0JD;09359;V.M.MARTA PROMOCAO IMOBILIARIA,LDA;CQ_BSP_V0JD;Contrato Quadro;15-07-2008;Derivados;PRT;
1700011253;D7FP;09856;MALOFER II, S.A.;CQ_BSP_D7FP;Contrato Quadro;26-09-2008;Derivados;PRT;
7400338939;BY8D;18291;A ESTACAO - MADEIRAS NORTE, UNIPESSOAL LDA;CQ_BSP_BY8D;Contrato Quadro;04-06-2010;Derivados;PRT;
7400094336;TCRX;09887;TECNIVAP COMERCIO MAQUINAS INDUSTRIA TEXTIL LDA;CQ_BSP_TCRX;Contrato Quadro;13-10-2008;Derivados;PRT;
8041718083;O5VZ;09893;MANUEL MOREIRA & CA.,LDA;CQ_BSP_O5VZ;Contrato Quadro;08-09-2008;Derivados;PRT;
8042137598;O63M;10104;MANUEL LOURENCO & FILHO,LDA;CQ_BSP_O63M;Contrato Quadro;09-09-2008;Derivados;PRT;
17995;G1ZS;03939;GRISA - GESTAO IMOBILIARIA E INDUSTRIAL S.A.;G1ZS;Contrato Quadro;09-07-2008;Derivados;PRT;
7400305717;PUL7;10113;POPOIMA UNIPESSOAL LDA;CQ_BSP_PUL7;Contrato Quadro;19-09-2008;Derivados;PRT;
7400350424;L0BN;07855;LEVE - INVESTIMENTO IMOBILIARIO, LDA;L0BN;Contrato Quadro;10-04-2008;Derivados;PRT;
7400313516;D7HC;09898;CORDEIROVENDING - SERVICOS DE VENDING, LDA;CQ_BSP_D7HC;Contrato Quadro;26-09-2008;Derivados;PRT;
1700177593;O61X;10087;MARIA DO CEU DA SILVA PEREIRA, UNIPESSOAL, LDA;CQ_BSP_O61X;Contrato Quadro;25-11-2008;Derivados;PRT;
7400167479;G64A;09480;GRANIAREIAS - GRANITOS E AREIAS LDA;CQ_BSP_G64A;Contrato Quadro;26-09-2008;Derivados;PRT;
7400110896;O43L;09065;MACLE S.A.;CQ_BSP_O43L;Contrato Quadro;04-07-2008;Derivados;PRT;
1511062408;A3VH;08985;ALVES & MONTEIRO, LDA;A3VH;Contrato Quadro;18-06-2008;Derivados;PRT;
7400452174;G649;09466;GRADILADO S.A.;CQ_BSP_G649;Contrato Quadro;18-09-2008;Derivados;PRT;
8046411418;FL1L;09623;FARMACIA LOUREIRO, LDA;CQ_BSP_FL1L;Contrato Quadro;30-07-2008;Derivados;PRT;
61447;M2NR;18370;MACEDO,FERREIRA & CA LDA;CQ_BSP_M2NR;Contrato Quadro;13-05-2010;Derivados;PRT;
8046574230;O4LU;09310;MARIA CARMO LOURENCO;O4LU;Contrato Quadro;10-11-2009;Derivados;PRT;
7400466475;SP35;09953;SERVIBOX ACONDICIONAMENTO LDA;CQ_BSP_SP35;Contrato Quadro;02-09-2008;Derivados;PRT;
7400214929;BXT1;18067;AESTHETICAL CONCEPT, LDA;CQ_BSP_BXT1;Contrato Quadro;07-05-2010;Derivados;PRT;
8002165297;BYF5;18338;ARTECOURO-ARTESANATO COURO,LDA;CQ_BSP_BYF5;Contrato Quadro;29-04-2010;Derivados;PRT;
8001331785;IH02;01482;INTERLUSA - MANFRED H. MULLER & C. , LDA;IH02;Contrato Quadro;16-09-2008;Derivados;PRT;
7400457193;DQPO;17569;CONSTRUBRACARA-CONSTRUCOES LDA;CQ_BSP_DQPO;Contrato Quadro;02-03-2010;Derivados;PRT;
2071007912;S46I;17566;RB MOTOR - COMERCIO AUTOMOVEL S.A.;CQ_BSP_S46I;Contrato Quadro;04-03-2010;Derivados;PRT;
7400190264;S2JR;09228;SOCIEDADE CONSTRUCOES DUARTE & SOARES, LDA;S2JR;Contrato Quadro;30-06-2008;Derivados;PRT;
8044610570;A3ZN;09733;ATILANO & FILHOS - COMERCIO DE TEXTEIS LDA;A3ZN;Contrato Quadro;27-01-2017;Derivados;PRT;
21557;P1NW;18032;PROGELCONE COMERCIO E INDUSTRIA S.A.;CQ_BSP_P1NW;Contrato Quadro;22-04-2010;Derivados;PRT;
7400185352;O4SQ;09450;MJF TEMPUS EMPRESA TRABALHO TEMPORARIO LDA;CQ_BSP_O4SQ;Contrato Quadro;23-09-2008;Derivados;PRT;
9001337785;D7BE;09758;COSTA SIMAO CONSTRUCOES LDA;D7BE;Contrato Quadro;10-09-2008;Derivados;PRT;
8024233627;DUF9;18339;CARPINTARIA RODRIGUES & LAGES,LDA;CQ_BSP_DUF9;Contrato Quadro;10-05-2010;Derivados;PRT;
9000619715;F90V;17991;FIALHO & IRMAO,LDA;CQ_BSP_F90V;Contrato Quadro;10-05-2010;Derivados;PRT;
7400403016;D8TF;12033;DIAS & GUARDA LDA;D8TF;Contrato Quadro;16-12-2008;Derivados;PRT;
8036382750;IR35;11916;IMPORCOMERCIO-IMPORTACAO,COMERCIO REPRESENTACOES,LDA;CQ_BSP_IR35;Contrato Quadro;16-01-2009;Derivados;PRT;
9000646806;J0E3;18376;J. MASCARENHAS, LDA;CQ_BSP_J0E3;Contrato Quadro;07-05-2010;Derivados;PRT;
3391002586;BD8V;09224;ANA ISABEL RAMOS ALVES;BD8V;Contrato Quadro;22-07-2008;Derivados;PRT;
7400696565;BX0H;17524;ALL STORAGE-COMPRA VENDA E REVENDA DE IMOVEIS LDA;BX0H;Contrato Quadro;31-03-2010;Derivados;PRT;
7400104836;BYO9;18414;ARMANDO JOSE NUNES DOS SANTOS GARCIA;BYO9;Contrato Quadro;07-05-2010;Derivados;PRT;
7400314061;TDWI;09068;TOPO DO UNIVERSO - VIAGENS E TRANSPORTES LDA;CQ_BSP_TDWI;Contrato Quadro;09-07-2008;Derivados;PRT;
7400250123;FD9N;09059;FERNANDO ALVES SIMOES UNIPESSOAL LDA;FD9N;Contrato Quadro;28-08-2008;Derivados;PRT;
1700177827;GI79;18458;GOARQ CONCEPT, ARQUITECTURA E DESIGN LDA;CQ_BSP_GI79;Contrato Quadro;18-06-2010;Derivados;PRT;
8034865975;OOZT;18465;OURIVESARIA DIADEMA,LDA;CQ_BSP_OOZT;Contrato Quadro;18-05-2010;Derivados;PRT;
1700176801;F7C3;09009;FARMARRIO - ACTIVIDADES DE FARMACIA LDA;F7C3;Contrato Quadro;04-07-2008;Derivados;PRT;
7400594946;F971;18498;FALB - CONTABILIDADE UNIPESSOAL LDA;CQ_BSP_F971;Contrato Quadro;20-05-2010;Derivados;PRT;
9001944510;SOQW;09670;SOCONDAO-SOC CONSTRUCOES,LDA;SOQW;Contrato Quadro;22-08-2008;Derivados;PRT;
141925;TE2A;17404;TAFE - TRATAMENTO DO ALUMINIO E FERRO LDA;CQ_BSP_TE2A;Contrato Quadro;25-05-2010;Derivados;PRT;
7400302521;R0KE;09252;PLASGLASS - MOULDS FOR THE PLASTICS & GLASS INDUSTRY LDA;CQ_BSP_R0KE;Contrato Quadro;03-07-2008;Derivados;PRT;
30946;LFCM;08962;LUSO FINSA-INDUSTRIA E COMERCIO DE MADEIRAS SA;CQ_BSP_LFCM;Contrato Quadro;22-10-2002;Derivados;PRT;
8044861504;GI3H;18134;GUADICLIMA - INSTALACAO DE AR CONDICIONADO LDA;CQ_BSP_GI3H;Contrato Quadro;08-04-2010;Derivados;PRT;
8046315524;G63T;09244;GIGABEIRA - INSTALACOES ESPECIAIS LDA;CQ_BSP_G63T;Contrato Quadro;23-07-2008;Derivados;PRT;
7400680820;TM2X;18135;TEMPO MAGNETICO UNIPESSOAL LDA;CQ_BSP_TM2X;Contrato Quadro;07-04-2010;Derivados;PRT;
8028345126;T0F1;08966;TORNOMOITA-TORN.GRAN.MOITA,LDA;T0F1;Contrato Quadro;16-06-2008;Derivados;PRT;
8008372460;SZ82;18357;KEEPS PAPER UNIPESSOAL LDA;CQ_BSP_SZ82;Contrato Quadro;06-05-2010;Derivados;PRT;
7400404465;PKMP;08960;PROJECTOFFICE-PROJECTOS E SOLUCOES DE ESCRITORIO U;PKMP;Contrato Quadro;16-06-2008;Derivados;PRT;
1700182049;DS0X;04037;NAVIGATOR - DISTRIBUICAO DE MODA, S.A.;DS0X;Contrato Quadro;16-09-2011;Derivados;PRT;
8026268219;VNLN;18112;VITOR MANUEL FERREIRA VIEIRA DA SILVA;VNLN;Contrato Quadro;05-04-2010;Derivados;PRT;
7400245447;LJO8;10116;LEITARIA FLORIDA DO AREEIRO LDA;CQ_BSP_LJO8;Contrato Quadro;12-09-2008;Derivados;PRT;
7400474356;FIJH;10120;FAMIMOB- IMOBILIARIA E SERVICOS SA;CQ_BSP_FIJH;Contrato Quadro;15-09-2008;Derivados;PRT;
8007959802;TTOG;17960;TREVOMAR-NAVEGACAO TRANSITOS,LDA;CQ_BSP_TTOG;Contrato Quadro;14-04-2010;Derivados;PRT;
7400724570;M22M;09106;MARQUES & ROMA, LDA.;M22M;Contrato Quadro;03-09-2008;Derivados;PRT;
7400247249;EO5I;10150;ESTA NA HORA-EMP TRABALHO TEMPORARIO LDA;CQ_BSP_EO5I;Contrato Quadro;04-03-2009;Derivados;PRT;
2360001544;SU0C;07846;SOTARVIL - DISTRIBUICAO DE BEBIDAS LDA;SU0C;Contrato Quadro;05-05-2008;Derivados;PRT;
7400578041;ONYQ;18212;MASTER CARGO TRANSPORTES UNIPESSOAL LDA;CQ_BSP_ONYQ;Contrato Quadro;23-04-2010;Derivados;PRT;
8010574221;TL25;09567;TOMARLIMPE-SOC.COMERCIAL LIMPEZAS,LDA;CQ_BSP_TL25;Contrato Quadro;25-07-2008;Derivados;PRT;
9001561256;BFP7;09033;BYGG FAST PORTUGAL - DESENVOLVIMENTO IMOBILIARIO S.A.;BFP7;Contrato Quadro;09-07-2008;Derivados;PRT;
7400376532;BGY8;10100;A MARISQUEIRA ESTEVES LDA;CQ_BSP_BGY8;Contrato Quadro;05-09-2008;Derivados;PRT;
8046580910;C3PQ;10099;CROKPLASTIK - RECICLAGEM E TRANSFORMACAO DE POLIMEROS LDA;C3PQ;Contrato Quadro;23-09-2008;Derivados;PRT;
3481000018;08C6;17556;RECHEIO MASTERCHEF, LDA;08C6;Contrato Quadro;15-02-2010;Derivados;PRT;
2100700004;D6TK;09406;CHOUPANA HILLS RESORTS EMP TURISTICOS, SA;CQ_BSP_D6TK;Contrato Quadro;17-07-2008;Derivados;PRT;
8046507801;A3XO;09433;ALBOLTUR - SOCIEDADE HOTELEIRA LDA;CQ_BSP_A3XO;Contrato Quadro;25-07-2008;Derivados;PRT;
8038266284;D6T8;09323;CHAFARIZ COMERCIAL-COMERCIO PRODUTOS ALIMENTARES,LDA;D6T8;Contrato Quadro;06-08-2008;Derivados;PRT;
8002555622;S4AZ;17950;RODRIGO SILVA & FILHO-INVESTIMENTOS IMOBILIARIOS, S.A.;CQ_BSP_S4AZ;Contrato Quadro;12-03-2010;Derivados;PRT;
2311006288;OPSM;17171;OSBORNE PORTUGAL (SUC. MADEIRA), LDA,FUNCHAL;OPSM;Contrato Quadro;06-11-2013;Derivados;PRT;
8004682696;M210;08642;ELEVOLUTION - ENGENHARIA S.A.;M210;Contrato Quadro;04-07-2008;Derivados;PRT;
177512;BXU1;18083;ARMANDO RIBEIRO DA SILVA;BXU1;Contrato Quadro;02-09-2010;Derivados;PRT;
7400453329;DRWK;09149;DELICADO RAMINHO - RESIDENCIA GERIATRICA , LDA;CQ_BSP_DRWK;Contrato Quadro;27-06-2008;Derivados;PRT;
7400344056;SU4H;09216;SODIMIRANDA - SUPERMERCADOS, LDA;SU4H;Contrato Quadro;29-07-2008;Derivados;PRT;
8046456412;KGIX;07877;JOSE GARCIA CORREIA NUNES LEITAO, LDA;KGIX;Contrato Quadro;03-04-2008;Derivados;PRT;
1700175841;EI4N;07699;ELECTROCUMEIRA, ELECTRICIDADE LDA;EI4N;Contrato Quadro;17-04-2008;Derivados;PRT;
8046346041;S2NM;09952;SUPERVALENCA - SUPERMERCADOS, S.A.;CQ_BSP_S2NM;Contrato Quadro;03-09-2008;Derivados;PRT;
5100264170;T0FQ;10119;TURIABRE CONSTRUCOES LDA;CQ_BSP_T0FQ;Contrato Quadro;10-09-2008;Derivados;PRT;
3351002342;VL17;10125;VIPAGRAFICA, LDA;CQ_BSP_VL17;Contrato Quadro;03-12-2008;Derivados;PRT;
7400011990;BH1D;10135;A,A,G-BARAO - COMERCIO DE MATERIAIS DE CONSTRUCAO, GESTAO E LOCACAO DE;CQ_BSP_BH1D;Contrato Quadro;30-09-2008;Derivados;PRT;
1700209010;KGKY;07956;JOSE DARIO DAS NEVES ALVES;KGKY;Contrato Quadro;14-04-2008;Derivados;PRT;
39171;LJON;10139;LACTICOOP UNIAO DE COOPERATIVAS DE PRODUTORES DE LEITE DE ENTRE DOURO;LJON;Contrato Quadro;14-10-2008;Derivados;PRT;
9000651338;A3OS;07944;ADOZINDA & ABREU,LDA.;A3OS;Contrato Quadro;07-04-2008;Derivados;PRT;
7400100027;I0UF;07884;INSOLAR - ESTORES E SISTEMA DE PROTECCAO SOLARES, UNIPESSOAL LDA;I0UF;Contrato Quadro;10-04-2008;Derivados;PRT;
7400492123;FTCU;08817;FARMOES, LDA;FTCU;Contrato Quadro;02-07-2008;Derivados;PRT;
5100275308;SOTK;09698;SODISBRICALMADA - SOCIEDADE DE DISTRIBUICAO DE BRICOLAGE LDA;SOTK;Contrato Quadro;18-08-2008;Derivados;PRT;
8046358155;S0OY;08018;SOCIEDUCA - SOCIEDADE DE EDUCACAO S.A.;S0OY;Contrato Quadro;15-04-2008;Derivados;PRT;
7400243445;S2NA;09902;SADOMUGE - COMERCIO E DISTRIBUICAO DE PESCADO, LDA;CQ_BSP_S2NA;Contrato Quadro;10-09-2008;Derivados;PRT;
7400116091;DE6A;10155;DDO DERIVADOS DE OVOS LDA;CQ_BSP_DE6A;Contrato Quadro;27-10-2014;Derivados;PRT;
8040655752;B951;08094;ADEMIS-MEDIACAO SEGUROS,LDA;B951;Contrato Quadro;18-04-2008;Derivados;PRT;
8046598666;LNZF;08096;LARANJA MECANICA PUBLICIDADE, LDA;LNZF;Contrato Quadro;09-06-2008;Derivados;PRT;
3321005030;KJWQ;09794;JOCEVECA SOCIEDADE IMOBILIARIA LDA;CQ_BSP_KJWQ;Contrato Quadro;16-09-2008;Derivados;PRT;
9001669014;ATA2;08081;ACRILMOLDE TRANSFORMACAO ACRILICOS LDA;ATA2;Contrato Quadro;15-04-2008;Derivados;PRT;
2001000770;D7PK;10203;COSTA CARREGAL, LDA;CQ_BSP_D7PK;Contrato Quadro;26-09-2008;Derivados;PRT;
8046412340;FNOL;10191;FARMACIA NOVA DOS OLIVAIS, LDA;CQ_BSP_FNOL;Contrato Quadro;10-11-2008;Derivados;PRT;
1700161175;VDW4;10247;VALE DAS SOBREIRAS - RESTAURANTE BAR LDA;CQ_BSP_VDW4;Contrato Quadro;01-10-2008;Derivados;PRT;
270544;EJXH;10252;ESTUDIO GRAFICO 21 - ARTES GRAFICAS,LDA;CQ_BSP_EJXH;Contrato Quadro;30-10-2008;Derivados;PRT;
7400364331;M25O;10197;MINIPAIVA SUPERMERCADOS LDA;CQ_BSP_M25O;Contrato Quadro;10-10-2008;Derivados;PRT;
145851;L0DF;10256;LEONEL & COUTINHO,LDA;CQ_BSP_L0DF;Contrato Quadro;16-09-2008;Derivados;PRT;
7400241757;PGAN;08965;PEDRO GRANJA APARICIO - FARMACIA, UNIPESSOAL LDA;PGAN;Contrato Quadro;16-07-2008;Derivados;PRT;
8046539590;BBYH;08975;BARCAROLA - CAFE, SNACK-BAR LDA;CQ_BSP_BBYH;Contrato Quadro;03-07-2008;Derivados;PRT;
5100394457;C3MJ;09297;CISFRA-INDUSTRIA METALOMECANICA LDA;CQ_BSP_C3MJ;Contrato Quadro;17-07-2008;Derivados;PRT;
7400208430;L2I0;09778;LAMIDISCOS 2 INDUSTRIA E COMERCIO DE ABRASIVOS LDA;CQ_BSP_L2I0;Contrato Quadro;08-09-2008;Derivados;PRT;
7400692037;PYYK;18882;PAPELARIAS N.B LDA;CQ_BSP_PYYK;Contrato Quadro;12-08-2010;Derivados;PRT;
9002565980;PM5H;10265;PE LINDO ARMAZENS CALCADO LDA;CQ_BSP_PM5H;Contrato Quadro;26-09-2008;Derivados;PRT;
7400013919;PL7O;10243;PAULO A.A. FONSECA - CANALIZACOES DO ALGARVE LDA;CQ_BSP_PL7O;Contrato Quadro;19-09-2008;Derivados;PRT;
9002387454;TOMB;10249;TELSHELTER-CONSTRU OES MODOLARES E ELECTRIFICA AO, LDA.;CQ_BSP_TOMB;Contrato Quadro;07-10-2008;Derivados;PRT;
8044713254;BH3V;10176;AQUECIFAFE-INDUSTRIA PICHELARIA,LDA;CQ_BSP_BH3V;Contrato Quadro;13-10-2008;Derivados;PRT;
9002479287;P1BO;10230;PROVA - ETIQUETAS E ARTES GRAFICAS LDA;CQ_BSP_P1BO;Contrato Quadro;23-09-2008;Derivados;PRT;
2561006790;BH6B;10268;ALBINO MOUTINHO LDA;BH6B;Contrato Quadro;21-11-2008;Derivados;PRT;
7400277366;C3RX;10297;CARNES 2002 COMERCIO CARNES LDA;CQ_BSP_C3RX;Contrato Quadro;06-10-2008;Derivados;PRT;
7400371756;IFQK;10306;ISIDRO CHECA ARMENTEROS;IFQK;Contrato Quadro;07-10-2008;Derivados;PRT;
9001832765;O6DI;10298;MENDES DAS NEVES - INVESTIMENTOS IMOBILIARIOS LDA;CQ_BSP_O6DI;Contrato Quadro;26-09-2008;Derivados;PRT;
8038817241;O6DB;10293;MADEIFAFE-MADEIRAS DE FAFE LDA;CQ_BSP_O6DB;Contrato Quadro;06-10-2008;Derivados;PRT;
8001161934;O6EZ;10328;MILPAN PANIFICADORA DA MADEIRA SA;CQ_BSP_O6EZ;Contrato Quadro;19-09-2008;Derivados;PRT;
7400248201;FM2O;10340;FERRAMENTAS MANUAIS - A.C.M. LDA;CQ_BSP_FM2O;Contrato Quadro;04-12-2008;Derivados;PRT;
8021063413;D7RQ;10333;CLIMACER, S.A.;CQ_BSP_D7RQ;Contrato Quadro;14-10-2008;Derivados;PRT;
7400194061;EJ94;09664;EUGENIO DE SOUSA - ARQUITECTO LDA;CQ_BSP_EJ94;Contrato Quadro;25-09-2008;Derivados;PRT;
8041925052;SQ7B;09773;SOTTOTOUR - ESTUDO E PROMOCAO DE VIAGENS, TURISMO E LAZER S.A.;CQ_BSP_SQ7B;Contrato Quadro;29-09-2008;Derivados;PRT;
3931007282;FFJO;10144;FORUM D IDEIAS - ORGAN DE CONGRESSOS LDA;CQ_BSP_FFJO;Contrato Quadro;17-09-2008;Derivados;PRT;
8005221482;STN9;05903;SOCIMORCASAL-SOCIEDADE IMOBILIARIA DE CONSTRUCOES CIVIS E REPRESENTACO;CQ_BSP_STN9;Contrato Quadro;15-03-2010;Derivados;PRT;
7400242455;C3RO;10195;CEB - CARPINTARIA, UNIPESSOAL, LDA;CQ_BSP_C3RO;Contrato Quadro;26-09-2008;Derivados;PRT;
7400346634;OL0K;10277;ORTOPURA LDA;OL0K;Contrato Quadro;02-10-2008;Derivados;PRT;
2100274883;M26N;11024;TECNIWOOD MADEICAVADO MADEIRAS, SA;M26N;Contrato Quadro;26-11-2008;Derivados;PRT;
3651002976;AP06;01577;AEG TELECOMUNICACOES, SA;AP06;Contrato Quadro;19-08-2011;Derivados;PRT;
30292;H0P6;18020;HR - ALUGUER DE AUTOMOVEIS S.A.;H0P6;Contrato Quadro;13-10-2010;Derivados;PRT;
6181000110;LQF2;18034;LUIS MANUEL GREGORIO GONCALVES;LQF2;Contrato Quadro;19-03-2010;Derivados;PRT;
9001919324;QEL2;09301;QUADRINOVA-METAL SOLUTIONS, LDA;CQ_BSP_QEL2;Contrato Quadro;16-09-2008;Derivados;PRT;
9002352725;D6OG;09159;CONSTRUCOES RICARDO DA SILVA & FILHO, LDA;D6OG;Contrato Quadro;22-07-2008;Derivados;PRT;
5100281442;FFFY;09828;FRINUNO - EQUIPAMENTOS HOTELEIROS E DE REFRIGERAÇÃO LDA;FFFY;Contrato Quadro;26-09-2008;Derivados;PRT;
1700179660;FNG5;09011;FARMACIA MIRAMAR, UNIPESSOAL LDA;FNG5;Contrato Quadro;04-07-2008;Derivados;PRT;
5100370357;I14S;18149;IMOCODESSOS - SOCIEDADE IMOBILIÁRIA LDA;CQ_BSP_I14S;Contrato Quadro;26-04-2010;Derivados;PRT;
8028755171;BFVW;09678;AUTO PAMPLONA - REPRESENTACOES E SERVICOS LDA;BFVW;Contrato Quadro;06-08-2008;Derivados;PRT;
7400311757;ER6V;18155;ESCOLA CONDUCAO AUTOBRAGA LDA;CQ_BSP_ER6V;Contrato Quadro;14-04-2010;Derivados;PRT;
1700195902;D6TR;09364;CENTRO DE IMAGIOLOGIA DO PINHAL NOVO, S.A.;CQ_BSP_D6TR;Contrato Quadro;17-07-2008;Derivados;PRT;
7400702792;T24F;18957;QUINTA COLINAS DE SAO LOURENCO , LDA;T24F;Contrato Quadro;09-09-2010;Derivados;PRT;
7400295859;M2MT;18159;MERCOLINI - COMPONENTES PARA CALCADO UNIPESSOAL LDA;CQ_BSP_M2MT;Contrato Quadro;12-04-2010;Derivados;PRT;
8035313858;D6TE;09332;CARLOS MANUEL CORREIA E FRANCA;D6TE;Contrato Quadro;10-09-2008;Derivados;PRT;
7400443407;FJ7L;18160;FANOVI-COMERCIO DE ACESSORIOS TEXTEIS LDA;CQ_BSP_FJ7L;Contrato Quadro;12-04-2010;Derivados;PRT;
3611003215;BEWC;09368;AVISILVA - EQUIPAMENTOS PARA INDUSTRIA ALIMENTAR, SA;CQ_BSP_BEWC;Contrato Quadro;15-07-2008;Derivados;PRT;
7400283008;D6TQ;09357;CAIS DOS OCEANOS - GESTAO DE PATRIMONIO UNIPESSOAL LDA;CQ_BSP_D6TQ;Contrato Quadro;14-07-2008;Derivados;PRT;
8042896461;BXXZ;18162;BRANQUINHO & BRANQUINHO, LDA;CQ_BSP_BXXZ;Contrato Quadro;28-04-2010;Derivados;PRT;
8046508779;F7BE;08957;FLAVIAL - COMERCIO E ALUGUER DE EQUIPAMENTO PARA A CONSTRUCAO CIVIL, L;F7BE;Contrato Quadro;11-07-2008;Derivados;PRT;
8046581917;E1EU;09681;EMPATIAS - DECORACAO DE INTERIORES LDA;E1EU;Contrato Quadro;13-08-2008;Derivados;PRT;
7400393629;KITG;09120;JPVEIGAS IMOBILIARIA LDA;KITG;Contrato Quadro;22-12-2008;Derivados;PRT;
7400480939;DC5U;09714;DANIEL CARNEIRO-UNIPESSOAL LDA;CQ_BSP_DC5U;Contrato Quadro;05-09-2008;Derivados;PRT;
8018580015;GL1K;09462;GUILANDA-TEXTEIS LDA;GL1K;Contrato Quadro;25-07-2008;Derivados;PRT;
5100284279;D5OV;08366;DOCEPAPOILA ACTIVIDADES HOTELEIRAS LDA;D5OV;Contrato Quadro;30-04-2008;Derivados;PRT;
7400314358;EL1Q;08371;EQUALTANGENTE LDA.;EL1Q;Contrato Quadro;30-04-2008;Derivados;PRT;
7400034453;DTUP;18066;CLINICA DR JORGE PACHECO LDA;CQ_BSP_DTUP;Contrato Quadro;24-03-2010;Derivados;PRT;
7400170318;S2FR;08358;STARBUILD - SOCIEDADE DE PROMOCAO IMOBILIARIA LDA;S2FR;Contrato Quadro;26-05-2008;Derivados;PRT;
9001006377;AM0N;08374;ALCIMA - CONSTRUCOES METALICAS LDA;AM0N;Contrato Quadro;26-06-2008;Derivados;PRT;
8000761206;H0I9;08390;HERCULANO-ALFAIAS AGRICOLAS S.A.;H0I9;Contrato Quadro;31-03-2011;Derivados;PRT;
8009924270;B9GQ;08354;ANTONIO GOMES TECEDEIRO S.A.;B9GQ;Contrato Quadro;26-05-2008;Derivados;PRT;
3931001738;M248;09595;MIRANDA , GUERREIRO & FILHOS LDA;CQ_BSP_M248;Contrato Quadro;24-07-2008;Derivados;PRT;
7400290992;SU6M;09748;SUPERMONTEMURO - SUPERMERCADOS, LIMITADA;CQ_BSP_SU6M;Contrato Quadro;20-08-2008;Derivados;PRT;
8046385676;P1OK;18218;PINTO & NETO,LDA;CQ_BSP_P1OK;Contrato Quadro;22-04-2010;Derivados;PRT;
8043099994;EIZH;08791;EUROZUL-INDUSTRIA CONFECCOES LDA;EIZH;Contrato Quadro;23-06-2008;Derivados;PRT;
7400481102;ER90;18250;E D C - ADRASA LDA;CQ_BSP_ER90;Contrato Quadro;27-04-2010;Derivados;PRT;
8046344461;L0D3;09833;LUVANORTE II IMP E DISTR MAT PROT LDA;L0D3;Contrato Quadro;05-09-2008;Derivados;PRT;
7400179490;PL42;09905;PAU BRASIL BY CARLOS BAIA LDA;CQ_BSP_PL42;Contrato Quadro;08-09-2008;Derivados;PRT;
1700022060;PNRR;08345;PORTO NOVO - HOTELARIA LDA;PNRR;Contrato Quadro;30-04-2008;Derivados;PRT;
8028585939;F7D6;09097;FENABEL, S.A.;F7D6;Contrato Quadro;24-02-2016;Derivados;PRT;
7400537743;BIZ7;11835;AMARELO ALEGRIA LDA;CQ_BSP_BIZ7;Contrato Quadro;20-01-2009;Derivados;PRT;
7400356874;G6KT;18100;GUILHERME OLIVEIRA MACEDO LDA;CQ_BSP_G6KT;Contrato Quadro;07-04-2010;Derivados;PRT;
8004365903;S2EK;08079;SOARES & VICENTE,LDA;S2EK;Contrato Quadro;17-06-2008;Derivados;PRT;
5100498544;B97M;08176;AUTOMATIZADORA - TRANSFORMACAO DE METAIS SA;B97M;Contrato Quadro;09-12-2013;Derivados;PRT;
7400311524;BEKT;09273;ARCOSDISTRI - SUPERMERCADOS LDA;CQ_BSP_BEKT;Contrato Quadro;15-07-2008;Derivados;PRT;
8008240268;EIQ8;08496;ELMATE-MALHAS E CONFECCOES UNIPESSOAL LDA;EIQ8;Contrato Quadro;06-06-2008;Derivados;PRT;
9000645494;KGT6;08107;JOAQUIM COSTA RISCADO & IRMAO, LDA;KGT6;Contrato Quadro;22-04-2008;Derivados;PRT;
8007893580;V0JJ;09585;VAZLI - TRANSPORTES, LIMITADA;V0JJ;Contrato Quadro;05-08-2008;Derivados;PRT;
1700210487;DT79;09808;DOMINGOS SOUSA DA SILVA;CQ_BSP_DT79;Contrato Quadro;14-08-2008;Derivados;PRT;
8046571523;S2E2;07931;SILATLANTIS - EMPREENDIMENTOS TURISTICOS E IMOBILIARIOS SA;S2E2;Contrato Quadro;28-05-2008;Derivados;PRT;
2771000536;PKSC;09345;PISCINAS JAIME GODINHO LDA;PKSC;Contrato Quadro;16-07-2008;Derivados;PRT;
8041288751;INH0;07952;INACIO MODAS COM CONF PRONTO VESTIR LDA;INH0;Contrato Quadro;16-04-2008;Derivados;PRT;
7400337205;TGLQ;08083;TRANSPORTES GOLFINHO LDA.;TGLQ;Contrato Quadro;22-04-2008;Derivados;PRT;
1700175953;FPXN;08999;FARMACIA PARREIRA UNIPESSOAL LDA;FPXN;Contrato Quadro;04-07-2008;Derivados;PRT;
8041714911;PX1X;17961;PORTAS DELTA - METALO TRANSFORMADORA LDA;CQ_BSP_PX1X;Contrato Quadro;10-03-2010;Derivados;PRT;
