DATA CRIAÇÃO;NÚMERO MM;OPER;TIPO;TIPO DE EMISSÃO;MOEDA;MONTANTE;VALOR BALANÇO;DATA INÍCIO;DATA FIM;CÓDIGO ACTIVO;NOME ACTIVO;ISIN;SECTOR INSTITUICIONAL;CONTA;TOTAL;DATA CONTABIL.;TAXA JURO;TOTAL MM;JURO CORRIDO;CÓDIGO PROGRAMA;BALCÃO;NIF CLIENTE;CONTA 074;TIPO TAXA;TAXA INTERVENÇÃO;SPREAD;INDEXANTE;VALOR INDEXANTE;ALTAMIRA;PRODUTO;SUBPRODUTO
04/11/2024;11;Cedência  ;Papel Comercial;Prémio;EUR;28400000;28400000;06/11/2024;08/05/2025;PCI001_0017;Amorim Energia BV (Totta Ireland) - 17ª Emissão;PTA645JM0009;2310000;BST-Banco Santander Totta S.A.//;28612219.00;04/11/2024;1.47;28612219.00;129882.67;PCI001;9411;;"	31000000000000074";Taxa Fixa;1.47;;;;7400199070;113;EMP
