c0010;c0020;c0030;c0040;c0050;c0060;c0070;c0080;c0090;c0100;c0110;c0120;c0130;c0140;c0150
3506;89000020240000766001520250638569P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3034.67;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3507;89000020240000766001520250638570P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3508;89000020240000766001520250638571P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3034.67;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3509;89000020240000766001520250638572P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3510;89000020240000766001520250638573P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3511;89000020240000766001520250638574P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3034.67;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3512;89000020240000766001520250638575P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3513;89000020240000766001520250638576P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3034.67;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3514;89000020240000766001520250638577P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3515;89000020240000766001520250638578P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;4382.15;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3516;89000020240000766001520250638579P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2739.99;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3517;89000020240000766001520250638580P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2991.81;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3518;89000020240000766001520250638581P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3519;89000020240000766001520250638582P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3520;89000020240000766001520250638583P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3521;89000020240000766001520250638584P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3522;89000020240000766001520250638585P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2739.99;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3523;89000020240000766001520250638586P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3034.67;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3524;89000020240000766001520250638587P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2831.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3525;89000020240000766001520250638588P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2991.81;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3526;89000020240000766001520250638589P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3527;89000020240000766001520250638590P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3528;89000020240000766001520250638591P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2739.99;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3529;89000020240000766001520250638592P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3530;89000020240000766001520250638593P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1813.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3531;89000020240000766001520250638594P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2739.99;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3532;89000020240000766001520250638595P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3034.67;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3533;89000020240000766001520250638596P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1695.46;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3534;89000020240000766001520250638597P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3092.74;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3535;89000020240000766001520250638598P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3264.46;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3536;89000020240000766001520250638599P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3264.46;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3537;89000020240000766001520250638600P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3264.46;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3538;89000020240000766001520250638601P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3284.37;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3539;89000020240000766001520250638602P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3092.74;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3540;89000020240000766001520250638603P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3264.46;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3541;89000020240000766001520250638604P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3092.74;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3542;89000020240000766001520250638605P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2960.11;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3543;89000020240000766001520250638606P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2960.11;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3544;89000020240000766001520250638607P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1834.68;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3545;89000020240000766001520250638608P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3264.46;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3546;89000020240000766001520250638609P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3092.74;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3547;89000020240000766001520250638610P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1567.52;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3548;89000020240000766001520250638611P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2960.11;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3549;89000020240000766001520250638612P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2636.37;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3550;89000020240000766001520250638613P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3021.86;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3551;89000020240000766001520250638614P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2636.37;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3552;89000020240000766001520250638615P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3021.86;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3553;89000020240000766001520250638616P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2636.37;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3554;89000020240000766001520250638617P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2636.37;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3555;89000020240000766001520250638618P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3714.41;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3556;89000020240000766001520250638619P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3714.41;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3557;89000020240000766001520250638620P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2636.37;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3558;89000020240000766001520250638621P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2960.11;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3559;89000020240000766001520250638622P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2636.37;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3560;89000020240000766001520250638623P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2960.11;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3561;89000020240000766001520250638624P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2636.37;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3562;89000020240000766001520250638625P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1567.52;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3563;89000020240000766001520250638626P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3564;89000020240000766001520250638627P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3565;89000020240000766001520250638628P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3566;89000020240000766001520250638629P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3567;89000020240000766001520250638630P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3568;89000020240000766001520250638631P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3569;89000020240000766001520250638632P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3570;89000020240000766001520250638633P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3571;89000020240000766001520250638634P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3572;89000020240000766001520250638635P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3573;89000020240000766001520250638636P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3574;89000020240000766001520250638637P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3575;89000020240000766001520250638638P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2803.39;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3576;89000020240000766001520250638639P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3577;89000020240000766001520250638640P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3578;89000020240000766001520250638641P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3579;89000020240000766001520250638642P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3580;89000020240000766001520250638643P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3581;89000020240000766001520250638644P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3582;89000020240000766001520250638645P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3583;89000020240000766001520250638646P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3584;89000020240000766001520250638647P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2734.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3585;89000020240000766001520250638648P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3586;89000020240000766001520250638649P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3587;89000020240000766001520250638650P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3588;89000020240000766001520250638651P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3589;89000020240000766001520250638652P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3590;89000020240000766001520250638653P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3591;89000020240000766001520250638654P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3592;89000020240000766001520250638655P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2803.39;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3593;89000020240000766001520250638656P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3594;89000020240000766001520250638657P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3595;89000020240000766001520250638658P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3596;89000020240000766001520250638659P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3597;89000020240000766001520250638660P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3598;89000020240000766001520250638661P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3599;89000020240000766001520250638662P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3600;89000020240000766001520250638663P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3601;89000020240000766001520250638664P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3602;89000020240000766001520250638665P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3603;89000020240000766001520250638666P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2008.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3604;89000020240000766001520250638667P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2693.66;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3605;89000020240000766001520250638668P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2803.39;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3606;89000020240000766001520250638669P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2870.76;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3607;89000020240000766001520250638670P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2984.03;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3608;89000020240000766001520250638671P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2984.03;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3609;89000020240000766001520250638672P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2294.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3610;89000020240000766001520250638673P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3368.70;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3611;89000020240000766001520250638674P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2870.76;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3612;89000020240000766001520250638675P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3368.70;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3613;89000020240000766001520250638676P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2870.76;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3614;89000020240000766001520250638677P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2870.76;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3615;89000020240000766001520250638678P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2870.76;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3616;89000020240000766001520250638679P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2294.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3617;89000020240000766001520250638680P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2294.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3618;89000020240000766001520250638681P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3019.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3619;89000020240000766001520250638682P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1736.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3620;89000020240000766001520250638683P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2831.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3621;89000020240000766001520250638684P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2831.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3622;89000020240000766001520250638685P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3019.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3623;89000020240000766001520250638686P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2831.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3624;89000020240000766001520250638687P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3019.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3625;89000020240000766001520250638688P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2831.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3626;89000020240000766001520250638689P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2831.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3627;89000020240000766001520250638690P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2831.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3628;89000020240000766001520250638691P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3019.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3629;89000020240000766001520250638692P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;4554.53;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3630;89000020240000766001520250638693P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3996.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3631;89000020240000766001520250638694P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1440.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3632;89000020240000766001520250638695P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2831.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3633;89000020240000766001520250638696P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1440.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3634;89000020240000766001520250638697P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3019.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3635;89000020240000766001520250638698P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2831.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3636;89000020240000766001520250638699P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;4554.53;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3637;89000020240000766001520250638700P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3019.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3638;89000020240000766001520250638701P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2831.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
3639;89000020240000766001520250638702P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3019.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
