c0010;c0020;c0030;c0040;c0050;c0060;c0070;c0080;c0090;c0100;c0110;c0120;c0130;c0140;c0150
858;89000020240000766001520250260241P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2290.77;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
859;89000020240000766001520250260242P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2290.77;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
860;89000020240000766001520250260243P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3421.35;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
861;89000020240000766001520250260244P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3741.54;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
862;89000020240000766001520250260245P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3800.48;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
863;89000020240000766001520250260246P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2290.77;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
864;89000020240000766001520250260248P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1961.61;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
865;89000020240000766001520250260251P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3800.48;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
866;89000020240000766001520250260252P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2290.77;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
867;89000020240000766001520250260253P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2290.77;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
868;89000020240000766001520250260254P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2642.32;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
869;89000020240000766001520250260256P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2642.32;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
870;89000020240000766001520250260257P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3800.48;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
871;89000020240000766001520250260260P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2290.77;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
872;89000020240000766001520250260264P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2642.32;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
873;89000020240000766001520250260266P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3044.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
874;89000020240000766001520250260268P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2596.16;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
875;89000020240000766001520250260270P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3800.48;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
876;89000020240000766001520250260271P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1966.99;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
877;89000020240000766001520250260272P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3741.54;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
878;89000020240000766001520250260274P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2251.72;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
879;89000020240000766001520250260275P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2290.77;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
880;89000020240000766001520250260277P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2290.77;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
881;89000020240000766001520250260278P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2290.77;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
882;89000020240000766001520250260281P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2290.77;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
883;89000020240000766001520250260282P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2758.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
884;89000020240000766001520250260283P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2596.16;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
885;89000020240000766001520250327105P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2066.42;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
886;89000020240000766001520250327109P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
887;89000020240000766001520250327110P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
888;89000020240000766001520250327111P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
889;89000020240000766001520250327112P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3737.86;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
890;89000020240000766001520250327113P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2824.50;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
891;89000020240000766001520250327125P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3622.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
892;89000020240000766001520250327126P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1682.69;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
893;89000020240000766001520250327127P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1682.69;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
894;89000020240000766001520250327128P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3181.41;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
895;89000020240000766001520250327129P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3181.41;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
896;89000020240000766001520250327130P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2427.56;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
897;89000020240000766001520250327131P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3604.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
898;89000020240000766001520250327132P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3438.13;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
899;89000020240000766001520250327133P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2868.98;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
900;89000020240000766001520250327134P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1604.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
901;89000020240000766001520250327135P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1833.42;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
902;89000020240000766001520250327136P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2219.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
903;89000020240000766001520250327137P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2219.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
904;89000020240000766001520250327138P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;4168.20;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
905;89000020240000766001520250327139P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2120.44;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
906;89000020240000766001520250327141P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
907;89000020240000766001520250327142P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3141.22;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
908;89000020240000766001520250327143P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
909;89000020240000766001520250327144P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
910;89000020240000766001520250327145P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
911;89000020240000766001520250327146P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
912;89000020240000766001520250327147P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
913;89000020240000766001520250327148P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3645.73;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
914;89000020240000766001520250327149P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2783.26;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
915;89000020240000766001520250327151P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1673.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
916;89000020240000766001520250327152P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;5221.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
917;89000020240000766001520250327153P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2916.21;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
918;89000020240000766001520250327154P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2679.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
919;89000020240000766001520250327155P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3027.21;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
920;89000020240000766001520250327156P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;4288.37;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
921;89000020240000766001520250327157P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2783.26;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
922;89000020240000766001520250327158P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;5084.90;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
923;89000020240000766001520250327159P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2916.21;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
924;89000020240000766001520250327160P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
925;89000020240000766001520250327161P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
926;89000020240000766001520250327162P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3154.83;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
927;89000020240000766001520250327163P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;4590.63;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
928;89000020240000766001520250327164P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3593.03;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
929;89000020240000766001520250327165P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3543.39;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
930;89000020240000766001520250327166P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2066.42;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
931;89000020240000766001520250327168P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3276.53;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
932;89000020240000766001520250327169P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3543.39;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
933;89000020240000766001520250327170P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3593.03;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
934;89000020240000766001520250327171P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2128.09;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
935;89000020240000766001520250327172P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3164.74;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
936;89000020240000766001520250327191P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2862.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
937;89000020240000766001520250327193P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2862.88;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
938;89000020240000766001520250327195P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2979.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
939;89000020240000766001520250327203P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2982.05;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
940;89000020240000766001520250327210P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3307.77;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
941;89000020240000766001520250327214P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2982.05;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
942;89000020240000766001520250327226P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2979.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
943;89000020240000766001520250327235P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2275.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
944;89000020240000766001520250327236P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2068.54;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
945;89000020240000766001520250327237P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3705.67;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
946;89000020240000766001520250327238P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
947;89000020240000766001520250327239P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
948;89000020240000766001520250327240P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2068.54;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
949;89000020240000766001520250327241P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
950;89000020240000766001520250327242P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
951;89000020240000766001520250327243P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
952;89000020240000766001520250327244P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1635.96;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
953;89000020240000766001520250327245P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2788.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
954;89000020240000766001520250327246P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3203.91;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
955;89000020240000766001520250327247P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2275.71;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
956;89000020240000766001520250327248P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2788.89;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
957;89000020240000766001520250327249P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3238.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
958;89000020240000766001520250327250P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3238.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
959;89000020240000766001520250327251P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2435.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
960;89000020240000766001520250327252P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3005.78;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
961;89000020240000766001520250327253P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3238.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
962;89000020240000766001520250327254P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3238.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
963;89000020240000766001520250327255P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3238.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
964;89000020240000766001520250327256P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3005.78;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
965;89000020240000766001520250327257P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2435.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
966;89000020240000766001520250327258P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2435.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
967;89000020240000766001520250327259P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2435.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
968;89000020240000766001520250327260P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2435.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
969;89000020240000766001520250327261P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3238.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
970;89000020240000766001520250327262P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3238.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
971;89000020240000766001520250327263P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3238.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
972;89000020240000766001520250327264P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3238.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
973;89000020240000766001520250327265P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2355.58;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
974;89000020240000766001520250327266P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2898.60;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
975;89000020240000766001520250327267P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2980.49;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
976;89000020240000766001520250327268P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2435.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
977;89000020240000766001520250327269P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2355.58;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
978;89000020240000766001520250327270P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3238.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
979;89000020240000766001520250327271P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3005.78;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
980;89000020240000766001520250327272P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2435.34;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
981;89000020240000766001520250327273P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2980.49;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
982;89000020240000766001520250327274P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3005.78;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
983;89000020240000766001520250327275P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3005.78;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
984;89000020240000766001520250327276P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3238.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
985;89000020240000766001520250327277P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3005.78;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
986;89000020240000766001520250327278P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2898.60;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
987;89000020240000766001520250327279P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3238.93;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
988;89000020240000766001520250327280P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2798.02;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
989;89000020240000766001520250327281P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2889.56;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
990;89000020240000766001520250327282P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2528.94;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
991;89000020240000766001520250327283P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2228.50;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
992;89000020240000766001520250327284P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2889.56;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
