unique_trade_id;counterparty_id;counterparty_type_id;counterparty_country;base_product;product_id;governing_law;contract_recogn_write_down;contract_recogn_suspension;contract_recogn_resolution;collateral_portfolio;collateral_posted;collateral_posted_currency;collateral_received;collateral_received_currency;leg_1_cash_flow;leg_2_cash_flow;leg_1_reference_rate;leg_2_reference_rate;leg_1_reference_period;leg_2_reference_period;premium;netting_agreement;carrying_amount;accounting_standard;accounting_classification;hierarchy;hedge_id;total_risk_exposure_amount
F226TOH6YD6XJB17KS62SW1000000LCH00102704190109215611;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;1123687.0000;IFRS;trading book;Level 2;N/A;74.1136
F226TOH6YD6XJB17KS62SW1000000LCH00102705135109211885;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;410826.0000;IFRS;trading book;Level 2;N/A;3.9718
F226TOH6YD6XJB17KS62SW1000000LCH00103296837109955954;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;-31309.0000;IFRS;trading book;Level 2;N/A;2.3978
F226TOH6YD6XJB17KS62SW1000000LCH00103802359110588537;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;18999.0000;IFRS;trading book;Level 2;N/A;0.4284
F226TOH6YD6XJB17KS62SW1000000LCH00104054540110990842;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;FRA (2.2);IRD|FRA|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;ISDA-LUTD-MAD;44594.0000;IFRS;trading book;Level 2;N/A;6.0350
F226TOH6YD6XJB17KS62SW1000000LCH00104055001110992050;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;FRA (2.2);IRD|FRA|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;ISDA-LUTD-MAD;34488.0000;IFRS;trading book;Level 2;N/A;1.7470
F226TOH6YD6XJB17KS62SW1000000LCH00104435323111464611;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-3573002.5424;PLN;11111111111.0000;N/A;N/A;N/A;N/A;PLNWIBOR;N/A;6 month;0.0000;ISDA-LUTD-MAD;20712.0000;IFRS;trading book;Level 2;N/A;8.2932
F226TOH6YD6XJB17KS62SW1000000LCH00104440316111469968;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;3 month;0.0000;ISDA-LUTD-MAD;12015061.0000;IFRS;trading book;Level 2;N/A;793.9012
F226TOH6YD6XJB17KS62SW1000000LCH00104751524111860012;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;CPTFEMU;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;513252.0000;IFRS;trading book;Level 2;N/A;78.3538
F226TOH6YD6XJB17KS62SW1000000LCH00105061495112227443;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;3 month;0.0000;ISDA-LUTD-MAD;-1097856.0000;IFRS;trading book;Level 2;N/A;0.3738
F226TOH6YD6XJB17KS62SW1000000LCH00105185026112478098;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;3 month;0.0000;ISDA-LUTD-MAD;8474752.0000;IFRS;trading book;Level 2;N/A;587.0878
F226TOH6YD6XJB17KS62SW1000000LCH00105644206113414065;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;6 month;0.0000;ISDA-LUTD-MAD;13566969.0000;IFRS;trading book;Level 2;N/A;849.5328
F226TOH6YD6XJB17KS62SW1000000LCH00105790589113711759;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;6 month;0.0000;ISDA-LUTD-MAD;-4544086.0000;IFRS;trading book;Level 2;N/A;2.1264
F226TOH6YD6XJB17KS62SW1000000LCH00105818988113769857;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;6 month;0.0000;ISDA-LUTD-MAD;3454792.0000;IFRS;trading book;Level 2;N/A;224.8484
F226TOH6YD6XJB17KS62SW1000000LCH00105828884113789678;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;6 month;0.0000;ISDA-LUTD-MAD;-9025894.0000;IFRS;trading book;Level 2;N/A;2.9486
F226TOH6YD6XJB17KS62SW1000000LCH00105849370113830392;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;6 month;0.0000;ISDA-LUTD-MAD;-2651871.0000;IFRS;trading book;Level 2;N/A;2.4022
F226TOH6YD6XJB17KS62SW1000000LCH00105942695114022653;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;HK;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;3 month;0.0000;ISDA-LUTD-MAD;397866.0000;IFRS;trading book;Level 2;N/A;2.0260
F226TOH6YD6XJB17KS62SW1000000LCH00105969934114077501;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-231220467.2305;USD;11111111111.0000;N/A;N/A;N/A;N/A;USD SOFR COMP;N/A;3 month;0.0000;ISDA-LUTD-MAD;-4195284.0000;IFRS;trading book;Level 2;N/A;3.5286
F226TOH6YD6XJB17KS62SW1000000LCH00106280282114650543;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;723964.0000;IFRS;trading book;Level 2;N/A;117.1788
F226TOH6YD6XJB17KS62SW1000000LCH00106549705114982618;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;784244.0000;IFRS;trading book;Level 2;N/A;120.1358
F226TOH6YD6XJB17KS62SW1000000LCH00106647334115091331;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;5858372.0000;IFRS;trading book;Level 2;N/A;661.4844
F226TOH6YD6XJB17KS62SW1000000LCH00106941438115445442;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;3 month;0.0000;ISDA-LUTD-MAD;-1081707.0000;IFRS;trading book;Level 2;N/A;72.1756
F226TOH6YD6XJB17KS62SW1000000LCH00107075866115623475;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|INFLS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP RPI_ZC;N/A;0 businessDay;0.0000;ISDA-LUTD-MAD;-153520.0000;IFRS;trading book;Level 2;N/A;54.8954
F226TOH6YD6XJB17KS62SW1000000LCH00107815477116593947;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR COMP;N/A;40 year;0.0000;ISDA-LUTD-MAD;2671.0000;IFRS;trading book;Level 2;N/A;0.2190
F226TOH6YD6XJB17KS62SW1000000LCH00108344135117268032;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;1 year;0.0000;ISDA-LUTD-MAD;-642747.0000;IFRS;trading book;Level 2;N/A;52.0766
F226TOH6YD6XJB17KS62SW1000000LCH00108482400117406131;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;ISDA-LUTD-MAD;909616.0000;IFRS;trading book;Level 2;N/A;33.8692
F226TOH6YD6XJB17KS62SW1000000LCH00108624174117613410;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-3573002.5424;PLN;11111111111.0000;N/A;N/A;N/A;N/A;PLNWIBOR;N/A;6 month;0.0000;ISDA-LUTD-MAD;101502.0000;IFRS;trading book;Level 2;N/A;9.2492
F226TOH6YD6XJB17KS62SW1000000LCH00108979199118097455;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;FRA (2.2);IRD|FRA|;GB;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;ISDA-LUTD-MAD;35426.0000;IFRS;trading book;Level 2;N/A;8.3490
F226TOH6YD6XJB17KS62SW1000000LCH00109285155118464772;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP SONIA CMP LB -5;N/A;3 month;0.0000;ISDA-LUTD-MAD;-25488.0000;IFRS;trading book;Level 2;N/A;2.4126
F226TOH6YD6XJB17KS62SW1000000LCH00109625714118869305;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR COMP;N/A;40 year;0.0000;ISDA-LUTD-MAD;361902.0000;IFRS;trading book;Level 2;N/A;86.9816
F226TOH6YD6XJB17KS62SW1000000LCH00110034469119429297;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;13403829.7209;GBP;N/A;N/A;N/A;GBP SONIA CMP LB -5;N/A;3 month;0.0000;ISDA-LUTD-MAD;-221328.0000;IFRS;trading book;Level 2;N/A;21.7942
F226TOH6YD6XJB17KS62SW1000000LCH00110550031120044523;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;FRA (2.2);IRD|FRA|;GB;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;ISDA-LUTD-MAD;41163.0000;IFRS;trading book;Level 2;N/A;3.5154
F226TOH6YD6XJB17KS62SW1000000LCH00110700914120216451;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;FRA (2.2);IRD|FRA|;ES;YES;NO;NO;YES;-3573002.5424;PLN;11111111111.0000;N/A;N/A;N/A;N/A;PLNWIBOR3M;N/A;3 month;0.0000;ISDA-LUTD-MAD;259313.0000;IFRS;trading book;Level 2;N/A;23.9258
F226TOH6YD6XJB17KS62SW1000000LCH00110794496120351667;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-3573002.5424;PLN;11111111111.0000;N/A;N/A;N/A;N/A;PLNWIBOR;N/A;6 month;0.0000;ISDA-LUTD-MAD;236572.0000;IFRS;trading book;Level 2;N/A;34.9260
F226TOH6YD6XJB17KS62SW1000000LCH00110893898120455985;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;FRA (2.2);IRD|FRA|;GB;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;60339.0000;IFRS;trading book;Level 2;N/A;8.1180
F226TOH6YD6XJB17KS62SW1000000LCH00110894718120456355;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;FRA (2.2);IRD|FRA|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;ISDA-LUTD-MAD;8946.0000;IFRS;trading book;Level 2;N/A;2.3640
F226TOH6YD6XJB17KS62SW1000000LCH00111043701120625876;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EUR ESTR COMP;N/A;40 year;0.0000;ISDA-LUTD-MAD;165038.0000;IFRS;trading book;Level 2;N/A;78.6960
F226TOH6YD6XJB17KS62SW1000000LCH00111054760120636890;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;ISDA-LUTD-MAD;437662.0000;IFRS;trading book;Level 2;N/A;161.5152
F226TOH6YD6XJB17KS62SW1000000LCH00111247771120886463;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;FRA (2.2);IRD|FRA|;GB;YES;NO;NO;YES;-375039949.8300;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR3M;N/A;3 month;0.0000;ISDA-LUTD-MAD;950.0000;IFRS;trading book;Level 2;N/A;1.6230
ROEJDDAXM6BBG0000000000B61D2A9C8ADCC0011;549300XEHKIGOFURD770;Legal Entity Identifier;IE;Forward (4.4);CURR|FXD|FXD;ES;YES;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-8X6H-BSTE;12803.0000;IFRS;trading book;Level 2;N/A;16461.5792
SNZ2OJLFK8MNNCLQOF39CCCIRS16948008;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;602886392.0711;USD;N/A;N/A;N/A;CLP TASA CAMARA;N/A;6 month;0.0000;1992-00CSIU-BSTE;657857.0000;IFRS;trading book;Level 2;N/A;293.2044
SNZ2OJLFK8MNNCLQOF39CCCIRS17526999;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;299216568.1742;MXN;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-00CSIU-BSTE;45473.0000;IFRS;trading book;Level 2;N/A;17.0438
SNZ2OJLFK8MNNCLQOF39CCCIRS17667761;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;602886392.0711;USD;N/A;N/A;N/A;CLP TASA CAMARA;N/A;40 year;0.0000;1992-00CSIU-BSTE;39128.0000;IFRS;trading book;Level 2;N/A;3.9512
SNZ2OJLFK8MNNCLQOF39CCCIRS17722233;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;602886392.0711;USD;N/A;N/A;N/A;CLP TASA CAMARA;N/A;40 year;0.0000;1992-00CSIU-BSTE;208070.0000;IFRS;trading book;Level 2;N/A;4.9038
SNZ2OJLFK8MNNCLQOF39CCCIRS17829856;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;602886392.0711;USD;N/A;N/A;N/A;CLP TASA CAMARA;N/A;6 month;0.0000;1992-00CSIU-BSTE;658322.0000;IFRS;trading book;Level 2;N/A;37.4426
SNZ2OJLFK8MNNCLQOF39CCCIRS17885100;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;299216568.1742;MXN;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-00CSIU-BSTE;827283.0000;IFRS;trading book;Level 2;N/A;26.1634
SNZ2OJLFK8MNNCLQOF39CCCIRS17908075;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;602886392.0711;USD;N/A;N/A;N/A;CLP TASA CAMARA;N/A;6 month;0.0000;1992-00CSIU-BSTE;100420.0000;IFRS;trading book;Level 2;N/A;14.8416
SNZ2OJLFK8MNNCLQOF39CCCIRS17984657;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;602886392.0711;USD;N/A;N/A;N/A;CLP TASA CAMARA;N/A;40 year;0.0000;1992-00CSIU-BSTE;63957.0000;IFRS;trading book;Level 2;N/A;17.4588
SNZ2OJLFK8MNNCLQOF39CCCIRS18367568;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;299216568.1742;MXN;N/A;N/A;N/A;MXNTIIE28D;N/A;28 day;0.0000;1992-00CSIU-BSTE;646847.0000;IFRS;trading book;Level 2;N/A;54.3356
SNZ2OJLFK8MNNCLQOF39CCCIRS18409536;SNZ2OJLFK8MNNCLQOF39;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;NO;NO;YES;11111111111.0000;N/A;602886392.0711;USD;N/A;N/A;N/A;CLP TASA CAMARA;N/A;6 month;0.0000;1992-00CSIU-BSTE;176710.0000;IFRS;trading book;Level 2;N/A;81.4956
YCDYZNMZ3J494936579L0A0;5493009LI32QPVARSM36;Legal Entity Identifier;GB;Forward (4.4);CURR|FXD|FXD;GB;NO;NO;NO;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-GKINLI-BSTE;13858.0000;IFRS;trading book;Level 2;N/A;2561.1257
YCDYZNMZ3J505327502L0A0;HQ6XF7UI1QMJFYISFT58;Legal Entity Identifier;US;Forward (4.4);CURR|FXD|SWLEG;HK;YES;NO;NO;YES;11111111111.0000;N/A;164420000.0000;EUR;N/A;N/A;N/A;N/A;N/A;N/A;0.0000;1992-DBFF-BSTE;57366.0000;IFRS;trading book;Level 2;N/A;284.7242
0000452AMARKITWIRE102909583;R0MUWSFPU8MPRO8K5P83;Legal Entity Identifier;US;IR Swap (2.1);IRD|IRS|;ES;YES;YES;YES;YES;-55956596.9695;GBP;11111111111.0000;N/A;N/A;N/A;N/A;GBP SONIA 6M FLBCK;N/A;6 month;0.0000;1992-PBFP-BSTE;1276505.0000;IFRS;trading book;Level 2;N/A;13226.1359
0000452AMARKITWIRE110152127;95980020140005879153;Legal Entity Identifier;ES;IR Swap (2.1);IRD|IRS|;ES;NO;NO;NO;YES;-2920000.0000;EUR;11111111111.0000;N/A;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;0.0000;CMOF-BTIQ-BSTE;3164114.0000;IFRS;trading book;Level 2;N/A;150637.8215
0000452AMARKITWIRE134233689;ES7IP3U3RHIGC71XBU11;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;GB;YES;YES;YES;YES;11111111111.0000;N/A;155500000.0000;EUR;N/A;N/A;EURIBOR3M;USD SOFR 3M FLBCK;3 month;3 month;0.0000;1992-RBCR-BSTE;5709418.0000;IFRS;trading book;Level 2;N/A;9094.3782
0000452AMARKITWIRE147476276;MP6I5ZYZBEU3UXPYFY54;Legal Entity Identifier;GB;Cross Currency (2.4);IRD|CS|;GB;YES;YES;YES;YES;-70090000.0000;EUR;11111111111.0000;N/A;N/A;N/A;EURIBOR3M;USD SOFR 3M FLBCK;3 month;3 month;0.0000;1992-MIAL-BSTE;3114160.0000;IFRS;trading book;Level 2;N/A;26995.6484
0000452AMARKITWIRE151606617;549300Z8SUT4F8XGZ462;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;-14963890.9890;GBP;11111111111.0000;N/A;N/A;N/A;N/A;GBP CALL M COMP;N/A;3 month;0.0000;2002-LWOR-BSTE;517096.0000;IFRS;trading book;Level 2;N/A;237.9465
0000452AMARKITWIRE157038946;969500HUHIE5GG515X42;Legal Entity Identifier;US;Cross Currency (2.4);IRD|CS|;ES;YES;YES;YES;YES;11111111111.0000;N/A;113760000.0000;EUR;N/A;N/A;EURIBOR3M;USD SOFR 3M FLBCK;3 month;3 month;0.0000;1992-BISP-BSTE;672288.0000;IFRS;trading book;Level 2;N/A;6082.7978
0000452AMARKITWIRE160442259;Y0GUHBV6Q7GN8ZQINB16;Legal Entity Identifier;GB;IR Swap (2.1);IRD|IRS|;GB;YES;NO;NO;YES;11111111111.0000;N/A;355820905.7955;GBP;N/A;N/A;N/A;GBP CALL M COMP;N/A;1 year;0.0000;2002-BPWJ-BSTE;5600683.0000;IFRS;trading book;Level 2;N/A;22979.0587
0000452AMARKITWIRE174973754;SCRYQ25DTVRHYYMM6P89;Legal Entity Identifier;MX;IR Swap (2.1);IRD|IRS|;US;YES;YES;YES;YES;-592524689.3163;USD;11111111111.0000;N/A;N/A;N/A;N/A;MXNTIIE_28D;N/A;28 day;0.0000;1992-BMSY-BSTE;879316.0000;IFRS;trading book;Level 2;N/A;0.0000
0000452AMARKITWIRE91268760;5299007QVIQ7IO64NX37;Legal Entity Identifier;DE;Swaptions (2.8);IRD|OSWP|;ES;YES;NO;NO;YES;11111111111.0000;N/A;30180000.0000;EUR;N/A;N/A;N/A;EURIBOR6M;N/A;6 month;-1057550.0000;1992-00UES8-BSTE;256942.0000;IFRS;trading book;Level 2;N/A;982.3880
0000452AMARKITWIRE99274125;969500HUHIE5GG515X42;Legal Entity Identifier;US;CapFloor (2.3);IRD|CF|;ES;YES;YES;YES;YES;11111111111.0000;N/A;113760000.0000;EUR;N/A;N/A;EURIBOR6M;N/A;6 month;N/A;-1365000.0000;1992-BISP-BSTE;2994751.0000;IFRS;trading book;Level 2;N/A;3593.5671
004918070010662217500;493359038;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;14.0000;IFRS;trading book;Level 2;N/A;170.5761
004918370010531439500;959800M41SWGD92V9088;Legal Entity Identifier;ES;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;288159.0000;IFRS;trading book;Level 2;N/A;469994.2400
004918980010516100516;959800C7RKBJ4FZMZK36;Legal Entity Identifier;ES;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;687.0000;IFRS;trading book;Level 2;N/A;1708.0122
00491999455BBBJDTM;529900LN3S50JPU47S06;Legal Entity Identifier;DE;MISS;MISS;ES;NO;NO;NO;YES;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;MMOO;91417.0000;IFRS;trading book;Level 1;N/A;318.6212
00491999455BBBKFHP;5299009QA8BBE2OOB349;Legal Entity Identifier;ES;MISS;MISS;ES;NO;NO;NO;YES;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;MMOO;440.0000;IFRS;trading book;Level 1;N/A;0.0000
00491999476BBBCCXC;061031656;Other identifier type;MISS;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;122935.0000;IFRS;trading book;Level 2;N/A;10.6274
00491999480BGBPLPL;959800EZ8H9Q8TXV5F74;Legal Entity Identifier;ES;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;77.0000;IFRS;trading book;Level 2;N/A;0.0000
00491999480BGBQCDC;5493006QMFDDMYWIAM13;Legal Entity Identifier;GB;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;-1.0000;IFRS;trading book;Level 2;N/A;0.0000
004922864821409561;F226TOH6YD6XJB17KS62;Legal Entity Identifier;GB;MISS;MISS;GB;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;4.0000;IFRS;trading book;Level 2;N/A;0.0000
004942950010032239500;95980020140005812320;Legal Entity Identifier;ES;MISS;MISS;ES;YES;YES;YES;NO;11111111111.0000;N/A;11111111111.0000;N/A;N/A;N/A;N/A;N/A;N/A;N/A;99999999999.0000;N/A;1407.0000;IFRS;trading book;Level 2;N/A;3360.1161
