financial_contract_id;isin;issuer_id;type_issuer_id;country_issuer;issuer_esa_2010;issuer_nace_sector;issuer_ratings;issuer_ratings_sources;type_issuer;currency_value;val_timestamp;val_type;dividend_yield;part_lcr_buffer;accounting_classification;prudential_portfolio;total_risk_exposure_amount
00491999408BBBPKRK;NL0013654783;635400Z5LQ5F9OLVT688;Legal Entity Identifier;NL;MISS;Other financial service activities, except insurance and pension funding n.e.c.;BBB, Baa3, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQLVY;AU0000066086;8945006OYFHQ9HE4XE54;Legal Entity Identifier;AU;MISS;MISS;NR, NR, NR;S&P, Moodys, Fitch;Third party;AUD;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBSMRC;CA6837151068;549300HP7ONDQODZJV16;Legal Entity Identifier;CA;MISS;Other software publishing;BB+, Ba3, BB+;S&P, Moodys, Fitch;Third party;CAD;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBXQXS;FR0000121204;969500M98ZMIZYJD5O34;Legal Entity Identifier;FR;MISS;Activities of holding companies;BBB, Baa2, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667650;ES0133815003;959800FMRZJRQYXGZ344;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;79669.070000
00491999408BBBXJRB;US7134481081;FJSUNZKFNQ5YPJ5OT455;Legal Entity Identifier;US;MISS;production of mineral waters and other bottled waters;A+, A1, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQBVP;IE0000669501;635400SRMCBHVMSKJS84;Legal Entity Identifier;IE;MISS;Operation of dairies;NR, NR, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBNWDW;US64110L1061;549300Y7VHGU0I7CE873;Legal Entity Identifier;US;MISS;Web portals;BBB+, Baa3, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQQFX;US64110L1061;549300Y7VHGU0I7CE873;Legal Entity Identifier;US;MISS;Web portals;BBB+, Baa3, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969314822222789;XS2267907215;5493000LM0MZ4JPMGM90;Legal Entity Identifier;ES;Credit institutions;Other monetary intermediation;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;0.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;147662072.262000
00491999408BBBPGGG;CH0012214059;529900EHPFPYHV6IQO98;Legal Entity Identifier;CH;MISS;Manufacture of cement;MISS;N/A;Third party;CHF;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924867525603;ES0175417031;V48462287;Other identifier type;ES;Local government;Buying and selling of own real estate;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;204058.700000
004954924866667877;ES0174981003;959800CB1ZKLZS6TEG32;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;141432.920000
00491999408BBBRTLZ;GB0009465807;549300KDR56WHY9I3D10;Legal Entity Identifier;GB;MISS;MISS;BBB-, Baa3, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBVYRQ;NL0015000LU4;549300ZWF2ZJDD9EOR96;Legal Entity Identifier;NL;MISS;Activities of holding companies;NR, NR, BBB-;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667809;ES0162702007;959800NVPUH6J88FDQ43;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;276106.000000
00491999408BBCDFMX;FR0010533075;9695007ZEQ7M0OE74G82;Legal Entity Identifier;FR;MISS;Construction of bridges and tunnels;BB-, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBTCMW;US17275R1023;549300LKFJ962MZ46593;Legal Entity Identifier;US;MISS;Manufacture of communication equipment;AA-, A1, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCJLXC;FR0010259150;549300M6SGDPB4Z94P11;Legal Entity Identifier;FR;MISS;Research and experimental development on biotechnology;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667868;ES0174735003;9598000HM32LZTS4MM43;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;101755.000000
00491999408BBBQFJC;US8552441094;OQSJ1DU9TAOC51A47K68;Legal Entity Identifier;US;MISS;Restaurants and mobile food service activities;BBB+, Baa1, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667820;ES0176260000;959800CYTCJA760KD356;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;211564.680000
004954924866667535;ES0157348030;95980020140005096654;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;99999999999.000000
00491999408BBBTLSH;GB00BH3VJ782;213800XVRNKWENNLKK60;Legal Entity Identifier;GB;Deposittaking corporations other than credit institutions;Other credit granting;NR, NR, NR;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCBYTK;BE0003604155;5493004C0K34IFI67I03;Legal Entity Identifier;BE;MISS;manufacture of fresh pastry goods and cakes;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667648;ES0133547002;9598009KCQWH36VCDZ70;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;1041842.400000
00496933486752100B;ES0198938039;A80027097;Other identifier type;ES;Captive financial institutions and money lenders;Activities of holding companies;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;7060721015.000000
00491999408BBBPKJQ;IT0003492391;8156002878BDF0EE4348;Legal Entity Identifier;IT;MISS;Manufacture of pharmaceutical preparations;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKPK;IT0001031084;815600903231FA2E7698;Legal Entity Identifier;IT;MISS;Other monetary intermediation;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBNWBT;US91912E1055;254900SMTWBX7RU2SR20;Legal Entity Identifier;BR;MISS;Mining of iron ores;MISS;N/A;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKPY;ES0105130001;95980020140005225955;Legal Entity Identifier;ES;Non-financial corporations;Other professional, scientific and technical activities n.e.c.;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667871;ES0175016007;959800DNCRBZZTYFNZ38;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;806467.400000
00491999408BBBQJPG;CA66979W1077;CALI4E000;Other identifier type;CA;MISS;MISS;MISS;N/A;Third party;CAD;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKGS;ES0177542018;959800TZHQRUSH1ESL13;Legal Entity Identifier;ES;Non-financial corporations;Passenger air transport;BB+, B1, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667841;ES0117107013;959800L41P5H4Z4HGZ92;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;145458.600000
004954924866667653;ES0184765008;959800LNHHGX259GNC62;Legal Entity Identifier;ES;Non-MMF Investment funds;Other financial service activities, except insurance and pension funding n.e.c.;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;2976129.457000
004954924866667614;ES0132955008;959800QETXHEMRSX9V59;Legal Entity Identifier;ES;Non-financial corporations;Rental and operating of own or leased real estate;NR, NR, NR;S&P, Moodys, Fitch;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;83638022.840000
00491999408BBBPKCM;IT0004810054;8156005CE5E7340CCA86;Legal Entity Identifier;IT;MISS;MISS;NR, Ba1, BBB+;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969314822222787;XS2300344863;008700698;Other identifier type;GB;MISS;MISS;MISS;N/A;Other group entity;GBP;30/09/2023;Mark-to-Model;0.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;400837336.170000
00491999408BBBQFJH;US4592001014;VGRQXHF3J8VDLUA7XE92;Legal Entity Identifier;US;MISS;Manufacture of office machinery and equipment (except computers and peripheral equipment);A-, A3, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBBBGK;US4592001014;VGRQXHF3J8VDLUA7XE92;Legal Entity Identifier;US;MISS;MISS;A-, A3, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQWZY;GB0002634946;8SVCSVKSGDWMW2QHOH83;Legal Entity Identifier;GB;MISS;Other professional, scientific and technical activities n.e.c.;BBB+, Baa2, BBB+;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBBBHG;US02079K3059;5493006MHB84DD0ZWV18;Legal Entity Identifier;US;MISS;MISS;AA+, Aa2, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQFHQ;US02079K3059;5493006MHB84DD0ZWV18;Legal Entity Identifier;US;MISS;Activities of holding companies;AA+, Aa2, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866666194;ES0198590012;959800QBR09JCWCG5C45;Legal Entity Identifier;ES;Non-financial corporations;Business and other management consultancy activities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;3038654.600000
004954924866667808;ES0162742003;959800VRVH7G2QC81Z10;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;275573.000000
004969334866667015;GB00B7T77214;000211138;Other identifier type;GB;MISS;MISS;MISS;N/A;Third party;GBP;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;99999999999.000000
00491999408BBBTPZB;IL0011284465;549300X8NGW9C5OJZU13;Legal Entity Identifier;IL;MISS;Other financial service activities, except insurance and pension funding n.e.c.;NR, NR, NR;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969444860213249;GB0030559115;549300IQZVZ949N37S44;Legal Entity Identifier;BE;Financial auxilliaries;Other financial service activities, except insurance and pension funding n.e.c.;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;47880138.350000
00491999408BBBQYJG;GB00BM8Q5M07;213800HROV6Y9MUU8375;Legal Entity Identifier;GB;MISS;Retail sale of clothing in specialised stores;NR, NR, NR;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKFT;IT0001250932;8156009414FD99443B48;Legal Entity Identifier;IT;MISS;Distribution of gaseous fuels through mains;BBB+, Baa2, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBWCJS;US00724F1012;FU4LY2G4933NH2E1CP29;Legal Entity Identifier;US;MISS;Other software publishing;A+, A2, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBZPMS;CA82509L1076;549300HGQ43STJLLP808;Legal Entity Identifier;CA;MISS;Web portals;NR, NR, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCDPZW;JP3802300008;353800ZCXKHDPY0N5218;Legal Entity Identifier;JP;MISS;Retail sale of clothing in specialised stores;A, NR, NR;S&P, Moodys, Fitch;Third party;JPY;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667243;ES0113748000;95980020140005165330;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;637940.000000
00491999408BBBTXNB;KYG982391099;5493008KDA8NBZRJST80;Legal Entity Identifier;KY;MISS;MISS;NR, Ba2, BB;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPWZL;CL0000000017;HQD377W2YR662HK5JX27;Legal Entity Identifier;US;MISS;Manufacture of pharmaceutical preparations;MISS;N/A;Third party;CLP;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667875;ES0174735037;9598000HM32LZTS4MM43;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;102111.000000
00491999408BBBRSLX;ES0105027009;9598000ANNAL42UJ7X28;Legal Entity Identifier;ES;MISS;MISS;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969314822223088;XS2473776974;008700698;Other identifier type;GB;MISS;MISS;MISS;N/A;Other group entity;GBP;30/09/2023;Mark-to-Model;0.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;668057800.058000
004954924866667818;ES0117107005;959800L41P5H4Z4HGZ92;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;144948.250000
00491999408BBCJHZQ;JP3733000008;5493000QYMPFRTEY4K28;Legal Entity Identifier;JP;MISS;Manufacture of office machinery and equipment (except computers and peripheral equipment);BBB+, NR, NR;S&P, Moodys, Fitch;Third party;JPY;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667748;ES0184839001;959800KF35CM0MBWCM82;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;21926762.400000
004954924866667856;ES0158018004;V88620026;Other identifier type;ES;MISS;MISS;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;1417100.000000
004969334866667915;US92826C8212;549300JZ4OKEHW3DPJ59;Legal Entity Identifier;US;MISS;Other activities auxiliary to financial services, except insurance and pension funding;MISS;N/A;Third party;USD;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;99999999999.000000
004954924866667525;US92826C8212;549300JZ4OKEHW3DPJ59;Legal Entity Identifier;US;MISS;Other activities auxiliary to financial services, except insurance and pension funding;MISS;N/A;Third party;USD;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;99999999999.000000
004969334866666028;ES0153400033;9598008C6DMBQXUUCQ75;Legal Entity Identifier;ES;Financial auxilliaries;Security and commodity contracts brokerage;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;14041130.000000
00491999408BBBQXSX;ES0116920333;959800H2P9S8MS95DT42;Legal Entity Identifier;ES;Financial auxilliaries;Activities of holding companies;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667681;ES0143626036;A08010571;Other identifier type;ES;Non-financial corporations;Manufacture of other chemical products n.e.c.;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;99999999999.000000
00491999408BBBZVHL;ES0165386014;959800PM2YJU406K2789;Legal Entity Identifier;ES;Non-financial corporations;Production of conventional thermal power;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKDB;ES0165386014;54930086UG0LY8PW3P40;Legal Entity Identifier;ES;Non-financial corporations;Raising of other cattle and buffaloes;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCKZJP;JP3783600004;353800SENYJ2DSM6PS44;Legal Entity Identifier;JP;MISS;Urban and suburban passenger land transport;A+, A1, NR;S&P, Moodys, Fitch;Third party;JPY;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBSLCM;US34959E1091;549300O0QJWDBAS0QX03;Legal Entity Identifier;US;MISS;Other software publishing;BBB+, Baa1, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKRH;IT0005366767;5493000P70CQRQG8SN85;Legal Entity Identifier;IT;MISS;MISS;BB+, Ba1, BB+;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQLWL;US00287Y1091;FR5LCKFTG8054YNNRU85;Legal Entity Identifier;US;MISS;Research and experimental development on biotechnology;BBB+, A3, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBSNQB;US60770K1079;549300EI6OKH5K5Q2G38;Legal Entity Identifier;US;MISS;Other personal service activities n.e.c.;NR, NR, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969334866667904;US80282K5020;549300SMVCQN2P0O6I58;Legal Entity Identifier;US;MISS;Activities of holding companies;MISS;N/A;Other group entity;USD;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;1012894186.090000
00491999408BBBXZCW;BRVALEACNOR0;254900SMTWBX7RU2SR20;Legal Entity Identifier;BR;MISS;Mining of iron ores;BBB-, Baa3, BBB;S&P, Moodys, Fitch;Third party;BRL;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPJYX;IT0003261697;81560025690EF8540635;Legal Entity Identifier;IT;MISS;Activities of holding companies;NR, NR, BBB;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCGGTV;CH1216478797;506700G44V67MPM4BI12;Legal Entity Identifier;CH;MISS;Manufacture of other food products n.e.c.;A-, A3, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKDQ;IE0004906560;635400TLVVBNXLFHWC59;Legal Entity Identifier;IE;MISS;Manufacture of other food products n.e.c.;BBB+, Baa1, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQMJD;US9297401088;06BTX5UWZD0GQ5N5Y745;Legal Entity Identifier;US;MISS;Manufacture of railway locomotives and rolling stock;BBB-, Baa3, BBB-;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969314822222425;XS1925004357;5493000LM0MZ4JPMGM90;Legal Entity Identifier;ES;Credit institutions;Other monetary intermediation;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;0.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;196882763.016000
00491999408BBBZFXY;IT0005497273;0808840T4;Other identifier type;IT;Non-financial corporations;Activities of other membership organisations n.e.c.;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBZGTJ;IT0005497273;549300PHV8MBDHWB8X12;Legal Entity Identifier;IT;MISS;Support activities for petroleum and natural gas extraction;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQFGM;US0231351067;ZXTILKJKG63JELOEG630;Legal Entity Identifier;US;MISS;Other personal service activities n.e.c.;AA, A1, AA-;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBBBCZ;US0231351067;ZXTILKJKG63JELOEG630;Legal Entity Identifier;US;MISS;Other personal service activities n.e.c.;AA, A1, AA-;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPLSY;GB0001367019;RV5B68J2GV3QGMRPW209;Legal Entity Identifier;GB;MISS;Development of building projects;NR, NR, A-;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBVKJH;US29355A1079;5493008U7KIGMI59Z314;Legal Entity Identifier;US;MISS;Manufacture of other electrical equipment;NR, NR, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPXWB;US1266501006;549300EJG376EN5NQE29;Legal Entity Identifier;US;MISS;Wholesale of pharmaceutical goods;BBB, Baa2, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQWZT;GB00BYW0PQ60;213800V8IAVKS37D6B88;Legal Entity Identifier;GB;MISS;Rental and operating of own or leased real estate;NR, NR, NR;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667769;ES0108745003;V88644638;Other identifier type;ES;MISS;MISS;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;32866964.769000
00491999408BBCKWBX;US81369Y8527;549300RPODKQJE2HDW24;Legal Entity Identifier;US;MISS;Trusts, funds and similar financial entities;NR, NR, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCCHLN;CH0030170408;52990093Z5OHD6T7BS47;Legal Entity Identifier;CH;MISS;Manufacture of ceramic sanitary fixtures;A+, NR, NR;S&P, Moodys, Fitch;Third party;CHF;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQFGK;US1912161007;UWJKFUJFZ02DKWI3RY53;Legal Entity Identifier;KY;MISS;production of mineral waters and other bottled waters;A+, A1, Au;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
