financial_contract_id;isin;issuer_id;type_issuer_id;country_issuer;issuer_esa_2010;issuer_nace_sector;issuer_ratings;issuer_ratings_sources;type_issuer;currency_value;val_timestamp;val_type;dividend_yield;part_lcr_buffer;accounting_classification;prudential_portfolio;total_risk_exposure_amount
004954924866667432;000000000000;959800E4S3AWWVXFH611;Legal Entity Identifier;ES;Financial auxilliaries;Other activities auxiliary to financial services, except insurance and pension funding;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;1830281.598000
004954924866667107;000000000000;959800Q6BFZPXCN89W44;Legal Entity Identifier;ES;Non-financial corporations;Service activities incidental to air transportation;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;113064188.300000
004954924866667547;000000000000;B87730974;Other identifier type;ES;Non-financial corporations;Manufacture of other chemical products n.e.c.;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;1850000.000000
004969334866667831;000000000000;Z41200012;Other identifier type;MX;MISS;Other financial service activities, except insurance and pension funding n.e.c.;MISS;N/A;Other group entity;MXN;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;99999999999.000000
004954924866667696;000000000000;A47008354;Other identifier type;ES;Non-financial corporations;Sports and recreation education;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;5605.500000
004969334866667828;000000000000;$00004210;Other identifier type;GB;MISS;MISS;MISS;N/A;Other group entity;GBP;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;2806487.000000
004969334866666636;000000000000;959800S7MPZFW8DEUY22;Legal Entity Identifier;ES;Non-financial corporations;Computer consultancy activities;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;1222353017.000000
004969444866667098;000000000000;549300GWIPQ5CMQ8M504;Legal Entity Identifier;IT;MISS;Other financial service activities, except insurance and pension funding n.e.c.;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;29602627.000000
004954924866667670;000000000000;A19206028;Other identifier type;ES;Non-financial corporations;Development of building projects;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;1079352.740000
004969444866667825;000000000000;00B248289;Other identifier type;LU;MISS;Trusts, funds and similar financial entities;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;70080923.000000
004969354866666999;000000000000;$02517000;Other identifier type;GB;MISS;MISS;MISS;N/A;Other group entity;GBP;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;322003918.900000
004954924866667757;000000000000;9598004R53RKQY6QN457;Legal Entity Identifier;ES;Other financial intermediaries except financial auxiliaries, captive financial institutions and money lenders, insurance corporations, pension funds and financial vehicle corporations engaged in securitisation transactions;Other activities auxiliary to financial services, except insurance and pension funding;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;91833979.640000
004969334866667867;000000000000;$00004195;Other identifier type;UY;MISS;MISS;MISS;N/A;Other group entity;UYU;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;2274760.000000
004969334866666876;000000000000;010392710;Other identifier type;CH;MISS;Activities of holding companies;MISS;N/A;Other group entity;CHF;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;1625508151.034000
004954924866667701;000000000000;000863331;Other identifier type;LU;MISS;MISS;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;99999999999.000000
004969334866667063;000000000000;$01236000;Other identifier type;NL;MISS;MISS;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;30982532580.000000
004969334866666728;000000000000;307180016;Other identifier type;UY;MISS;Other monetary intermediation;MISS;N/A;Other group entity;UYU;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;175515776.200000
004954924866667862;000000000000;B87195806;Other identifier type;ES;Non-financial corporations;Management of real estate on a fee or contract basis;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;746956629.000000
004969444866667912;000000000000;00B232216;Other identifier type;LU;MISS;MISS;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;148000000.000000
004954924866667826;000000000000;B67661090;Other identifier type;ES;Non-financial corporations;Buying and selling of own real estate;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;1112678837.000000
004954924866667824;000000000000;B67714303;Other identifier type;ES;Non-financial corporations;Activities of holding companies;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;279977964.000000
004954924866667697;000000000000;B70414529;Other identifier type;ES;Non-financial corporations;Development of building projects;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;92500.000000
004954924866667657;000000000000;B70454293;Other identifier type;ES;Non-financial corporations;Development of building projects;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;92500.000000
004954924866667177;000000000000;959800FQE2N6NPJ20084;Legal Entity Identifier;ES;Financial auxilliaries;Other financial service activities, except insurance and pension funding n.e.c.;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;27157030.000000
004954924866667872;000000000000;V72625049;Other identifier type;ES;MISS;MISS;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;99999999999.000000
004954924866667723;000000000000;549300B5FLICZFHGZ382;Legal Entity Identifier;ES;Captive financial institutions and money lenders;Activities of holding companies;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;14614140.000000
004969444866667202;000000000000;001487051;Other identifier type;DE;MISS;Security and commodity contracts brokerage;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;99999999999.000000
004954924866667531;000000000000;9598001P8SZ66Y43US51;Legal Entity Identifier;ES;Financial auxilliaries;Fund management activities;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;2868536.000000
004954924866667117;000000000000;959800M4QZ21WJH5AA67;Legal Entity Identifier;ES;Financial auxilliaries;Security and commodity contracts brokerage;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;99999999999.000000
004954924866667884;000000000000;001923155;Other identifier type;US;MISS;MISS;MISS;N/A;Third party;USD;30/09/2023;MISS;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;99999999999.000000
004954924866667458;000000000000;95980020140005439937;Legal Entity Identifier;ES;Financial auxilliaries;Security and commodity contracts brokerage;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;901755.686000
004969334866667188;000000000000;549300D1H731B30TSI43;Legal Entity Identifier;BR;MISS;Other monetary intermediation;MISS;N/A;Other group entity;BRL;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;2345253786.000000
004969334866667832;000000000000;$01326000;Other identifier type;CO;MISS;MISS;MISS;N/A;Other group entity;COP;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;4933395.000000
004969444866667543;000000000000;0194731T4;Other identifier type;IE;MISS;Life insurance;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;7825500.000000
004969334866667210;000000000000;550226589;Other identifier type;PE;MISS;Other credit granting;MISS;N/A;Other group entity;PEN;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;176724987.000000
004969334866667855;000000000000;$00006531;Other identifier type;BR;MISS;MISS;MISS;N/A;Other group entity;BRL;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;250841167.000000
004969354866667540;000000000000;00I488062;Other identifier type;GB;MISS;MISS;MISS;N/A;Other group entity;GBP;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;166314741.000000
004969334865552539;000000000000;Z21200000;Other identifier type;TN;MISS;Other personal service activities n.e.c.;MISS;N/A;Third party;TND;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;99999999999.000000
004954924866667806;ES0162773008;959800L0QEAA96J34429;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;269674.000000
00491999408BBBPKMH;IT0003828271;815600FBF92FD3531704;Legal Entity Identifier;IT;MISS;Manufacture of basic pharmaceutical products;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCJHZS;JP3629000005;3538003H9W4KIDODQY20;Legal Entity Identifier;JP;MISS;Other printing;NR, NR, NR;S&P, Moodys, Fitch;Third party;JPY;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667654;ES0165936008;54930056IRBXK0Q1FP96;Legal Entity Identifier;ES;Credit institutions;Other monetary intermediation;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;325249.315000
004954924866667819;ES0168833004;959800BSLXN8KJ9C6A72;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;190445.395000
004954924866667822;ES0174764003;959800U7BL9KJN7ELV15;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;300515.000000
004954924866666023;ES0190158016;A28007813;Other identifier type;ES;Financial auxilliaries;Other financial service activities, except insurance and pension funding n.e.c.;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;25939755.550000
00491999408BBBYPRF;US2473617023;Q2CCMS6R0AS67HJMBN42;Legal Entity Identifier;US;MISS;Passenger air transport;BB+, Baa3, BB+;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBBBGT;US0970231058;RVHJWBXLJ1RFUBSY1F30;Legal Entity Identifier;US;MISS;MISS;BBB-, Baa2, BBB-;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQFHV;US0970231058;RVHJWBXLJ1RFUBSY1F30;Legal Entity Identifier;US;MISS;Manufacture of air and spacecraft and related machinery;BBB-, Baa2, BBB-;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667880;ES0174981029;959800CB1ZKLZS6TEG32;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;141427.300000
00491999408BBBNWCN;US4642868222;549300SQ92O6OZ19G545;Legal Entity Identifier;US;MISS;Trusts, funds and similar financial entities;NR, NR, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969334866667584;MX41BS060005;0000561OE;Other identifier type;MX;MISS;MISS;MISS;N/A;Other group entity;MXN;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;3449897052.000000
00491999408BBBQMDR;ES0180907000;5493007SJLLCTM6J6M37;Legal Entity Identifier;ES;Credit institutions;Other monetary intermediation;NR, NR, BBB-;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667812;ES0180907000;5493007SJLLCTM6J6M37;Legal Entity Identifier;ES;Credit institutions;Other monetary intermediation;NR, NR, BBB-;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;99999999999.000000
00491999408BBBWLTR;US00214Q1040;254900636IK9WKHH6949;Legal Entity Identifier;US;Non-MMF Investment funds;Trusts, funds and similar financial entities;NR, NR, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKGV;IT0004176001;529900X0H1IO3RS1A464;Legal Entity Identifier;IT;MISS;Manufacture of other electronic and electric wires and cables;BBB-, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667807;ES0162759007;9598009F28SL2FAUJU30;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;271661.000000
00491999408BBBPJZP;ES0178165017;213800JEZBUPZKWJGF49;Legal Entity Identifier;ES;Non-financial corporations;Engineering activities and related technical consultancy;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPJZK;GB0000811801;2138006R85VEOF5YNK29;Legal Entity Identifier;GB;MISS;Construction of residential buildings;NR, NR, NR;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPQCF;GB0002652740;213800BXKQ9KZNUR1M61;Legal Entity Identifier;GB;MISS;Rental and operating of own or leased real estate;NR, NR, BBB+;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667874;ES0174735011;9598000HM32LZTS4MM43;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;101804.000000
00491999408BBBSNPW;US0090661010;549300HMUDNO0RY56D37;Legal Entity Identifier;US;MISS;Web portals;NR, NR, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBNVZV;US71654V4086;5493000J801JZRCMFE49;Legal Entity Identifier;BR;MISS;Support activities for petroleum and natural gas extraction;MISS;N/A;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCJXWC;GB00B17BBQ50;2138007Z3U5GWDN3MY22;Legal Entity Identifier;GB;MISS;Other financial service activities, except insurance and pension funding n.e.c.;NR, Baa1, NR;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCDHCJ;US50101L1061;371701311;Other identifier type;US;MISS;Other food service activities;NR, NR, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBNWBP;US30231G1022;J3WHBG0MTS7O8ZVMDC91;Legal Entity Identifier;US;MISS;Manufacture of refined petroleum products;AA-, Aa2, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPSDF;IE00BWT6H894;635400EG4YIJLJMZJ782;Legal Entity Identifier;IE;MISS;Gambling and betting activities;BB+, Ba1, BBB-;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBTQYP;FR0000121220;969500LCBOG12HXPYM84;Legal Entity Identifier;FR;MISS;Event catering activities;BBB+, Baa1, BBB+;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBBBMD;GB0004082847;U4LOSYZ7YG4W3S5F2G91;Legal Entity Identifier;GB;MISS;MISS;BBB+, A3, A;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQFHL;GB0004082847;U4LOSYZ7YG4W3S5F2G91;Legal Entity Identifier;GB;MISS;Other monetary intermediation;BBB+, A3, A;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;MISS;99999999999.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKJN;NL0010545661;549300WGC2HZ5J67V817;Legal Entity Identifier;NL;MISS;Manufacture of agricultural and forestry machinery;BBB, Baa2, BBB+;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667754;ES0145824043;9598001U4J573V373949;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;174191.400000
004954924866667821;ES0165392004;959800CASDTL36EG3U39;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;259689.994000
00491999408BBBQFHS;US5949181045;INR2EJN1ERAN0W5ZP974;Legal Entity Identifier;US;MISS;Other software publishing;AAA, Aaa, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969444861311003;ES0113110037;959800MZYB6CKWA9K382;Legal Entity Identifier;ES;Credit institutions;Other monetary intermediation;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;34468053.000000
00491999408BBCDJTH;GB0001826634;2138008OGI7VYG8FGR19;Legal Entity Identifier;GB;MISS;Manufacture of other machine tools;NR, NR, NR;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667656;ES0107601033;213800S4NKDYHW7LLA21;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;99999999999.000000
004954924866666983;ES0138094000;95980020140005165136;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;10427.941000
00491999408BBBPJZF;GB0007188757;213800YOEO5OQ72G2R82;Legal Entity Identifier;GB;MISS;Mining of iron ores;A, A1, Au;S&P, Moodys, Fitch;Third party;GBP;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPGWY;DE000CBK1001;851WYGNLUQLFZBSYGB56;Legal Entity Identifier;DE;MISS;Other monetary intermediation;A-, A2, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667892;ES0162369005;959800BBQLBEQ45BAS41;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;MISS;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;845282.478000
00491999408BBBPKMY;IT0004965148;815600EBD7FB00525B20;Legal Entity Identifier;IT;MISS;Retail sale of clothing in specialised stores;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCBQYJ;IT0005508921;J4CP7MHCXR8DAQMKIL78;Legal Entity Identifier;IT;MISS;MISS;NR, B1, B+;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
004969334866666017;ES0198799035;B82077744;Other identifier type;ES;Captive financial institutions and money lenders;Activities of holding companies;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;8613887080.000000
004954924866667846;ES0176260026;959800CYTCJA760KD356;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;212022.640000
004954924866667242;ES0113668000;95980020140005165233;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;1832291.878000
00491999408BBBQFHX;US01609W1027;5493001NTNQJDH60PM02;Legal Entity Identifier;KY;MISS;Other financial service activities, except insurance and pension funding n.e.c.;A+, A1, A+;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBBBJC;US01609W1027;5493001NTNQJDH60PM02;Legal Entity Identifier;KY;MISS;MISS;A+, A1, A+;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBYVCY;FR0011726835;969500BVOHVZUUFWDT54;Legal Entity Identifier;FR;MISS;Engineering activities and related technical consultancy;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBCCHLS;CH0010645932;213800SVRMQA1TD91D41;Legal Entity Identifier;CH;MISS;Manufacture of other chemical products n.e.c.;A-, Baa1, NR;S&P, Moodys, Fitch;Third party;CHF;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00496933486756800B;ES0175632035;A28926335;Other identifier type;ES;Non-financial corporations;Investigation activities;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;99999999999.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;3876231.000000
00491999408BBBBBHD;US2546871060;549300GZKULIZ0WOW665;Legal Entity Identifier;US;MISS;MISS;A-, A2, A-;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBQFHD;US2546871060;7260JQNI6SCF9FIV2392;Legal Entity Identifier;US;MISS;Other amusement and recreation activities;A-, A2, A-;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667842;ES0117107021;959800L41P5H4Z4HGZ92;Legal Entity Identifier;ES;Non-MMF Investment funds;Trusts, funds and similar financial entities;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;145842.100000
004969314822222748;XS2359419020;95980020140006024944;Legal Entity Identifier;ES;Credit institutions;Other monetary intermediation;MISS;N/A;Other group entity;EUR;30/09/2023;Mark-to-Model;0.0000;No;Investments in subsidiaries, joint ventures and associates;MISS;167523784.176000
004954924866667559;ARP290071462;526316989;Other identifier type;AR;MISS;Other personal service activities n.e.c.;NR, NR, NR;S&P, Moodys, Fitch;Third party;ARS;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Financial assets at fair value through other comprehensive income;MISS;99999999999.000000
00491999408BBCDGBR;IE000S9YS762;5299003QR1WT0EF88V51;Legal Entity Identifier;IE;MISS;Manufacture of industrial gases;A, A2, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBNWDF;US4642866408;5493008SR8ZGY2IJU464;Legal Entity Identifier;US;MISS;Trusts, funds and similar financial entities;NR, NR, NR;S&P, Moodys, Fitch;Third party;USD;30/09/2023;Mark-to-Market;0.0000;No;IFRS: Financial assets held for trading;MISS;99999999999.000000
00491999408BBBPKQX;NL0012969182;724500973ODKK3IFQ447;Legal Entity Identifier;NL;MISS;Other information technology and computer service activities;A-, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;Mark-to-Market;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
004954924866667779;ES0175835000;V85932903;Other identifier type;ES;MISS;MISS;MISS;N/A;Third party;EUR;30/09/2023;Mark-to-Market;99999999999.0000;No;IFRS: Non-trading financial assets mandatorily at fair value through profit or loss;MISS;447838.869000
00491999408BBBYGML;FR0013451333;969500R4CLSQFTYYI535;Legal Entity Identifier;FR;MISS;Other professional, scientific and technical activities n.e.c.;NR, NR, NR;S&P, Moodys, Fitch;Third party;EUR;30/09/2023;MISS;0.0000;Yes;IFRS: Financial assets held for trading;MISS;99999999999.000000
