c0010;c0020;c0030;c0040;c0050;c0060;c0070;c0080;c0090;c0100;c0110;c0120;c0130;c0140;c0150
388;89000020240000766001520250143655P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
389;89000020240000766001520250143656P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
390;89000020240000766001520250143658P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
391;89000020240000766001520250143659P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
392;89000020240000766001520250143660P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
393;89000020240000766001520250143661P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
394;89000020240000766001520250143662P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
395;89000020240000766001520250143663P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2618.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
396;89000020240000766001520250143664P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1475.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
397;89000020240000766001520250143665P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2618.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
398;89000020240000766001520250143666P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2809.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
399;89000020240000766001520250143668P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1348.25;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
400;89000020240000766001520250143669P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2618.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
401;89000020240000766001520250143671P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2809.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
402;89000020240000766001520250143672P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
403;89000020240000766001520250143673P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2618.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
404;89000020240000766001520250143675P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
405;89000020240000766001520250143676P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
406;89000020240000766001520250143677P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2618.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
407;89000020240000766001520250143678P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2618.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
408;89000020240000766001520250143679P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
409;89000020240000766001520250143680P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1475.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
410;89000020240000766001520250143682P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2618.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
411;89000020240000766001520250143683P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
412;89000020240000766001520250143684P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
413;89000020240000766001520250143685P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
414;89000020240000766001520250143686P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
415;89000020240000766001520250143687P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2618.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
416;89000020240000766001520250143688P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
417;89000020240000766001520250143689P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2618.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
418;89000020240000766001520250143690P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
419;89000020240000766001520250143691P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2618.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
420;89000020240000766001520250143692P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
421;89000020240000766001520250143693P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
422;89000020240000766001520250143694P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2618.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
423;89000020240000766001520250143695P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1972.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
424;89000020240000766001520250143696P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
425;89000020240000766001520250143697P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
426;89000020240000766001520250143699P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
427;89000020240000766001520250143700P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
428;89000020240000766001520250143703P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
429;89000020240000766001520250143704P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
430;89000020240000766001520250143708P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
431;89000020240000766001520250143709P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
432;89000020240000766001520250143711P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
433;89000020240000766001520250143712P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
434;89000020240000766001520250143715P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
435;89000020240000766001520250143716P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
436;89000020240000766001520250143717P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
437;89000020240000766001520250143726P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
438;89000020240000766001520250143727P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
439;89000020240000766001520250143728P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3789.81;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
440;89000020240000766001520250143730P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2373.18;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
441;89000020240000766001520250143731P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1504.08;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
442;89000020240000766001520250143733P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
443;89000020240000766001520250143734P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
444;89000020240000766001520250143735P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
445;89000020240000766001520250143737P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
446;89000020240000766001520250143738P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
447;89000020240000766001520250143739P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
448;89000020240000766001520250143740P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
449;89000020240000766001520250143741P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
450;89000020240000766001520250143742P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
451;89000020240000766001520250143743P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
452;89000020240000766001520250143744P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
453;89000020240000766001520250143745P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
454;89000020240000766001520250143746P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
455;89000020240000766001520250143747P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
456;89000020240000766001520250143748P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
457;89000020240000766001520250143751P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
458;89000020240000766001520250143752P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
459;89000020240000766001520250143754P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
460;89000020240000766001520250143755P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
461;89000020240000766001520250143756P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
462;89000020240000766001520250143758P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
463;89000020240000766001520250143759P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
464;89000020240000766001520250143763P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
465;89000020240000766001520250143764P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
466;89000020240000766001520250143768P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
467;89000020240000766001520250143770P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1585.64;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
468;89000020240000766001520250143771P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1561.43;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
469;89000020240000766001520250143772P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2358.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
470;89000020240000766001520250143773P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2314.92;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
471;89000020240000766001520250143774P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1534.44;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
472;89000020240000766001520250143775P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1817.99;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
473;89000020240000766001520250143776P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1817.99;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
474;89000020240000766001520250143777P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1817.99;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
475;89000020240000766001520250143779P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2358.40;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
476;89000020240000766001520250143780P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1817.99;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
477;89000020240000766001520250143781P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1817.99;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
478;89000020240000766001520250143782P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1817.99;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
479;89000020240000766001520250143836P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
480;89000020240000766001520250143837P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
481;89000020240000766001520250143838P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
482;89000020240000766001520250143839P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
483;89000020240000766001520250143840P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
484;89000020240000766001520250143841P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
485;89000020240000766001520250143842P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
486;89000020240000766001520250143843P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
487;89000020240000766001520250143844P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
488;89000020240000766001520250143845P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
489;89000020240000766001520250143846P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
490;89000020240000766001520250143847P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
491;89000020240000766001520250143848P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
492;89000020240000766001520250143849P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
493;89000020240000766001520250143850P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
494;89000020240000766001520250143851P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
495;89000020240000766001520250143852P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
496;89000020240000766001520250143853P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
497;89000020240000766001520250143854P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
498;89000020240000766001520250143855P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
499;89000020240000766001520250143856P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
500;89000020240000766001520250143857P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
501;89000020240000766001520250143858P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
502;89000020240000766001520250143859P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
503;89000020240000766001520250143860P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
504;89000020240000766001520250143861P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
505;89000020240000766001520250143862P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
506;89000020240000766001520250143863P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1962.79;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
507;89000020240000766001520250143864P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3575.87;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
508;89000020240000766001520250143865P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3820.44;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
509;89000020240000766001520250143866P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3820.44;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
510;89000020240000766001520250143869P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2272.04;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
511;89000020240000766001520250143872P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2272.04;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
512;89000020240000766001520250143873P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2272.04;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
513;89000020240000766001520250143874P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2272.04;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
514;89000020240000766001520250143875P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2272.04;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
515;89000020240000766001520250143876P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2272.04;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
516;89000020240000766001520250143881P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;3401.36;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
517;89000020240000766001520250143883P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1834.45;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
518;89000020240000766001520250143884P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2227.56;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
519;89000020240000766001520250143885P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1814.60;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
520;89000020240000766001520250143886P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;2227.56;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
521;89000020240000766001520250143887P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1814.60;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
522;89000020240000766001520250143894P_0000_00000000000_000003461004226;PT;FALSE;Counterparty;1814.60;Unsecured;999999999999999.00;Default;0001-01-01;Not applicable;Not applicable;Not applicable;0001-01-01;Not applicable
