c0010;c0011;c0020;c0030;c0040;c0050;c0060;c0070;c0080;c0090;c0100
1511;B0500;89000020240000766001520250327410P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1512;B0500;89000020240000766001520250327411P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1513;B0500;89000020240000766001520250327412P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1514;B0500;89000020240000766001520250327413P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1515;B0500;89000020240000766001520250327414P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1516;B0500;89000020240000766001520250327415P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1517;B0500;89000020240000766001520250327416P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1518;B0500;89000020240000766001520250327417P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1519;B0500;89000020240000766001520250327418P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1520;B0500;89000020240000766001520250327419P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1521;B0500;89000020240000766001520250327420P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1522;B0500;89000020240000766001520250327421P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1523;B0500;89000020240000766001520250327422P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1524;B0500;89000020240000766001520250327423P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1525;B0500;89000020240000766001520250327424P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1526;B0500;89000020240000766001520250327425P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1527;B0500;89000020240000766001520250327426P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1528;B0500;89000020240000766001520250327427P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1529;B0500;89000020240000766001520250327428P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1530;B0500;89000020240000766001520250327429P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1531;B0500;89000020240000766001520250327430P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1532;B0500;89000020240000766001520250327431P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3583.68
1533;B0500;89000020240000766001520250327432P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1534;B0500;89000020240000766001520250327433P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1535;B0500;89000020240000766001520250327434P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1536;B0500;89000020240000766001520250327435P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1537;B0500;89000020240000766001520250327436P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1538;B0500;89000020240000766001520250327437P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1539;B0500;89000020240000766001520250327438P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1540;B0500;89000020240000766001520250327439P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1541;B0500;89000020240000766001520250327440P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1542;B0500;89000020240000766001520250327441P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1543;B0500;89000020240000766001520250327442P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1544;B0500;89000020240000766001520250327443P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1545;B0500;89000020240000766001520250327444P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1546;B0500;89000020240000766001520250327445P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1547;B0500;89000020240000766001520250327446P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1548;B0500;89000020240000766001520250327447P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1549;B0500;89000020240000766001520250327448P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1550;B0500;89000020240000766001520250327449P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1551;B0500;89000020240000766001520250327450P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1552;B0500;89000020240000766001520250327451P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1553;B0500;89000020240000766001520250327452P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1554;B0500;89000020240000766001520250327453P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1555;B0500;89000020240000766001520250327454P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1556;B0500;89000020240000766001520250327455P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1557;B0500;89000020240000766001520250327456P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1558;B0500;89000020240000766001520250327457P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1559;B0500;89000020240000766001520250327458P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1560;B0500;89000020240000766001520250327459P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1561;B0500;89000020240000766001520250327460P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1562;B0500;89000020240000766001520250327461P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1563;B0500;89000020240000766001520250327462P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1564;B0500;89000020240000766001520250327463P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1565;B0500;89000020240000766001520250327464P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1566;B0500;89000020240000766001520250327465P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1567;B0500;89000020240000766001520250327466P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2762.44
1568;B0500;89000020240000766001520250327467P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;4304.26
1569;B0500;89000020240000766001520250327468P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;4304.26
1570;B0500;89000020240000766001520250327469P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3402.78
1571;B0500;89000020240000766001520250327470P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2105.47
1572;B0500;89000020240000766001520250327471P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1682.69
1573;B0500;89000020240000766001520250327472P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3622.93
1574;B0500;89000020240000766001520250327473P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2973.94
1575;B0500;89000020240000766001520250327474P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1682.69
1576;B0500;89000020240000766001520250327475P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1682.69
1577;B0500;89000020240000766001520250327476P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1682.69
1578;B0500;89000020240000766001520250327477P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3622.93
1579;B0500;89000020240000766001520250327478P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3622.93
1580;B0500;89000020240000766001520250327479P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3902.60
1581;B0500;89000020240000766001520250327480P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3622.93
1582;B0500;89000020240000766001520250327481P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1682.69
1583;B0500;89000020240000766001520250327482P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1682.69
1584;B0500;89000020240000766001520250327483P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3622.93
1585;B0500;89000020240000766001520250327484P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3742.84
1586;B0500;89000020240000766001520250327485P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1682.69
1587;B0500;89000020240000766001520250327486P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3622.93
1588;B0500;89000020240000766001520250327487P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1682.69
1589;B0500;89000020240000766001520250327488P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3004.50
1590;B0500;89000020240000766001520250327489P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3004.50
1591;B0500;89000020240000766001520250327490P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2475.35
1592;B0500;89000020240000766001520250327491P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2878.59
1593;B0500;89000020240000766001520250327492P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3004.50
1594;B0500;89000020240000766001520250327493P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3004.50
1595;B0500;89000020240000766001520250327494P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3004.50
1596;B0500;89000020240000766001520250327495P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3004.50
1597;B0500;89000020240000766001520250327496P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3004.50
1598;B0500;89000020240000766001520250327497P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2475.35
1599;B0500;89000020240000766001520250327498P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3004.50
1600;B0500;89000020240000766001520250327499P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2878.59
1601;B0500;89000020240000766001520250327500P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3004.50
1602;B0500;89000020240000766001520250327501P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3004.50
1603;B0500;89000020240000766001520250327502P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2366.58
1604;B0500;89000020240000766001520250327503P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2545.81
1605;B0500;89000020240000766001520250327504P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2366.58
1606;B0500;89000020240000766001520250327505P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1814.67
1607;B0500;89000020240000766001520250327506P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;1814.67
1608;B0500;89000020240000766001520250327507P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2131.49
1609;B0500;89000020240000766001520250327508P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2131.49
1610;B0500;89000020240000766001520250327509P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3002.35
1611;B0500;89000020240000766001520250327510P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2131.49
1612;B0500;89000020240000766001520250327511P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3039.40
1613;B0500;89000020240000766001520250327512P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2131.49
1614;B0500;89000020240000766001520250327513P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2131.49
1615;B0500;89000020240000766001520250327514P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2131.49
1616;B0500;89000020240000766001520250327515P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2131.49
1617;B0500;89000020240000766001520250327516P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3039.40
1618;B0500;89000020240000766001520250327517P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2131.49
1619;B0500;89000020240000766001520250327518P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2131.49
1620;B0500;89000020240000766001520250327519P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2131.49
1621;B0500;89000020240000766001520250327520P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;3039.40
1622;B0500;89000020240000766001520250327521P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2131.49
1623;B0500;89000020240000766001520250327522P_0000_00000000000_000003461004226;Intragroup and intra-resolution group;SANTANDER CONSUMER FINANCE S A - SUCURSAL EM PORTUGAL;549300UP6NJ84OIWNL46;LEI;3461004226;Institutions;PT;2131.49
