0010_row_nmbr;0011_tab_origin;0020_uniq_id_knwn_cntrprty;0030_cntrprty_rsltn_grp;0040_cntrprty_nm;0050_cntrprty_lei;0060_typ_cntrprty_id;0070_cntrprty_id;0080_cntrprty_typ;0090_cntry_cntrprty;0100_rlvnt_amnt_wdc;ckutulmo;htimest;ref_date;cod_visao
549;B0500;89000020240000766001520240653786P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
550;B0500;89000020240000766001520240653787P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
551;B0500;89000020240000766001520240653788P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
552;B0500;89000020240000766001520240653790P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
553;B0500;89000020240000766001520240654069P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
554;B0500;89000020240000766001520240654070P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
555;B0500;89000020240000766001520240654071P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
556;B0500;89000020240000766001520240654072P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
557;B0500;89000020240000766001520240654073P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
558;B0500;89000020240000766001520240654074P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
559;B0500;89000020240000766001520240654075P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
560;B0500;89000020240000766001520240654076P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
561;B0500;89000020240000766001520240654077P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
562;B0500;89000020240000766001520240654078P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
563;B0500;89000020240000766001520240654079P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
564;B0500;89000020240000766001520240654080P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
565;B0500;89000020240000766001520240654081P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
566;B0500;89000020240000766001520240654082P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
567;B0500;89000020240000766001520240654083P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
568;B0500;89000020240000766001520240654084P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
569;B0500;89000020240000766001520240654085P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
570;B0500;89000020240000766001520240654086P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
571;B0500;89000020240000766001520240654087P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
572;B0500;89000020240000766001520240654088P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
573;B0500;89000020240000766001520240654089P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
574;B0500;89000020240000766001520240654090P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
575;B0500;89000020240000766001520240654091P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
576;B0500;89000020240000766001520240654092P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
577;B0500;89000020240000766001520240654169P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
578;B0500;89000020240000766001520240654415P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
579;B0500;89000020240000766001520240654416P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
580;B0500;89000020240000766001520240654417P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
581;B0500;89000020240000766001520240654418P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
582;B0500;89000020240000766001520240654419P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
583;B0500;89000020240000766001520240654420P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
584;B0500;89000020240000766001520240654421P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
585;B0500;89000020240000766001520240654422P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
586;B0500;89000020240000766001520240654423P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
587;B0500;89000020240000766001520240654424P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
588;B0500;89000020240000766001520240654425P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
589;B0500;89000020240000766001520240654426P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
590;B0500;89000020240000766001520240654427P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
591;B0500;89000020240000766001520240654428P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
592;B0500;89000020240000766001520240654429P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
593;B0500;89000020240000766001520240654430P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
594;B0500;89000020240000766001520240654431P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
595;B0500;89000020240000766001520240654432P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
596;B0500;89000020240000766001520240654433P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
597;B0500;89000020240000766001520240654434P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
598;B0500;89000020240000766001520240654435P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
599;B0500;89000020240000766001520240654436P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
600;B0500;89000020240000766001520240654437P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
601;B0500;89000020240000766001520240654438P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
602;B0500;89000020240000766001520240654439P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
603;B0500;89000020240000766001520240654440P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
604;B0500;89000020240000766001520240654441P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
605;B0500;89000020240000766001520240654442P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
606;B0500;89000020240000766001520240654443P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
607;B0500;89000020240000766001520240654444P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
608;B0500;89000020240000766001520240654445P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
609;B0500;89000020240000766001520240654446P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
610;B0500;89000020240000766001520240654447P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
611;B0500;89000020240000766001520240654448P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
612;B0500;89000020240000766001520240654450P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
613;B0500;89000020240000766001520240654451P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
614;B0500;89000020240000766001520240654452P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
615;B0500;89000020240000766001520240654453P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
616;B0500;89000020240000766001520240654454P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
617;B0500;89000020240000766001520240654455P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
618;B0500;89000020240000766001520240654456P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
619;B0500;89000020240000766001520240654457P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
620;B0500;89000020240000766001520240654458P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
621;B0500;89000020240000766001520240654459P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
622;B0500;89000020240000766001520240654635P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
623;B0500;89000020240000766001520240654636P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
624;B0500;89000020240000766001520240654637P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
625;B0500;89000020240000766001520240654639P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
626;B0500;89000020240000766001520240654643P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
627;B0500;89000020240000766001520240654644P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
628;B0500;89000020240000766001520240654645P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
629;B0500;89000020240000766001520240654646P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
630;B0500;89000020240000766001520240654647P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
631;B0500;89000020240000766001520240654648P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
632;B0500;89000020240000766001520240654649P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
633;B0500;89000020240000766001520240654650P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
634;B0500;89000020240000766001520240654651P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
635;B0500;89000020240000766001520240654652P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
636;B0500;89000020240000766001520240654653P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
637;B0500;89000020240000766001520240654654P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
638;B0500;89000020240000766001520240654655P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
639;B0500;89000020240000766001520240654656P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
640;B0500;89000020240000766001520240654657P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
641;B0500;89000020240000766001520240654658P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
642;B0500;89000020240000766001520240654659P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
643;B0500;89000020240000766001520240654660P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
644;B0500;89000020240000766001520240654661P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
645;B0500;89000020240000766001520240654662P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
646;B0500;89000020240000766001520240654663P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
647;B0500;89000020240000766001520240654664P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
648;B0500;89000020240000766001520240654665P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
649;B0500;89000020240000766001520240654666P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
650;B0500;89000020240000766001520250082857P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
651;B0500;89000020240000766001520250082858P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
652;B0500;89000020240000766001520250082859P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
653;B0500;89000020240000766001520250082860P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
654;B0500;89000020240000766001520250082861P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
655;B0500;89000020240000766001520250082862P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
656;B0500;89000020240000766001520250082863P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
657;B0500;89000020240000766001520250082864P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
658;B0500;89000020240000766001520250082865P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
659;B0500;89000020240000766001520250082871P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
660;B0500;89000020240000766001520250082891P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
661;B0500;89000020240000766001520250082892P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
662;B0500;89000020240000766001520250082893P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
663;B0500;89000020240000766001520250082894P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
664;B0500;89000020240000766001520250082895P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
665;B0500;89000020240000766001520250082897P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
666;B0500;89000020240000766001520250082898P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
667;B0500;89000020240000766001520250082899P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
668;B0500;89000020240000766001520250082900P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
669;B0500;89000020240000766001520250082901P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
670;B0500;89000020240000766001520250082902P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
671;B0500;89000020240000766001520250082903P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
672;B0500;89000020240000766001520250082904P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
673;B0500;89000020240000766001520250082905P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
674;B0500;89000020240000766001520250082906P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
675;B0500;89000020240000766001520250082907P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
676;B0500;89000020240000766001520250082908P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
677;B0500;89000020240000766001520250082909P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
678;B0500;89000020240000766001520250082910P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
679;B0500;89000020240000766001520250082911P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
680;B0500;89000020240000766001520250082912P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
681;B0500;89000020240000766001520250082913P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
682;B0500;89000020240000766001520250082914P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
683;B0500;89000020240000766001520250082915P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
684;B0500;89000020240000766001520250082916P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
685;B0500;89000020240000766001520250082917P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
686;B0500;89000020240000766001520250082918P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
687;B0500;89000020240000766001520250082919P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
688;B0500;89000020240000766001520250082920P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
689;B0500;89000020240000766001520250082922P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
690;B0500;89000020240000766001520250082923P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
691;B0500;89000020240000766001520250082924P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
692;B0500;89000020240000766001520250082925P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
693;B0500;89000020240000766001520250082926P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
694;B0500;89000020240000766001520250082927P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
695;B0500;89000020240000766001520250082928P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
696;B0500;89000020240000766001520250082931P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
697;B0500;89000020240000766001520250082932P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
698;B0500;89000020240000766001520250082933P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
699;B0500;89000020240000766001520250082934P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
700;B0500;89000020240000766001520250082935P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
701;B0500;89000020240000766001520250082936P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
702;B0500;89000020240000766001520250082937P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
703;B0500;89000020240000766001520250082938P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
704;B0500;89000020240000766001520250082939P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
705;B0500;89000020240000766001520250143408P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
706;B0500;89000020240000766001520250143409P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
707;B0500;89000020240000766001520250143410P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
708;B0500;89000020240000766001520250143411P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
709;B0500;89000020240000766001520250143412P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
710;B0500;89000020240000766001520250143413P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
711;B0500;89000020240000766001520250143414P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
712;B0500;89000020240000766001520250143415P_0000_00000000000_000003461004226;"";"";"";LEI;3461004226;"";"";"";servdlakep;2025-11-12 11:52:05.298;2025-10-31;1
