asset_id;intangible_asset_class;acquisition_capitalisation_date;initial_fair_value;cumulative_amortisation;impairment_amount;current_carrying_amount;Currency;original_accounting_life;remaining_economic_life;approach_det_carrying_amount;val_timestamp;internal_external_latest_val
221500001882;Unpatented software and technology;01/11/2019;5 185,88;-5 185,88;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001860;Unpatented software and technology;01/11/2019;22 981,32;-22 981,32;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001858;Unpatented software and technology;01/11/2019;29 468,89;-29 468,89;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001857;Unpatented software and technology;01/11/2019;3 192,52;-3 192,52;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001854;Unpatented software and technology;01/11/2019;72 893,33;-72 893,33;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001853;Unpatented software and technology;01/11/2019;8 503,67;-8 503,67;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001852;Unpatented software and technology;01/11/2019;18 092,19;-18 092,19;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001869;Unpatented software and technology;01/11/2019;10 756,07;-10 756,07;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001893;Unpatented software and technology;01/11/2019;866,32;-866,32;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500002012;Unpatented software and technology;01/11/2019;1 882,68;-1 882,68;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500002009;Unpatented software and technology;01/11/2019;515,92;-515,92;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001917;Unpatented software and technology;01/11/2019;15 272,56;-15 272,56;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001914;Unpatented software and technology;01/11/2019;6 830,18;-6 830,18;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001907;Unpatented software and technology;01/11/2019;4 249,89;-4 249,89;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001879;Unpatented software and technology;01/11/2019;22 524,81;-22 524,81;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001897;Unpatented software and technology;01/11/2019;17 780,43;-17 780,43;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001761;Unpatented software and technology;01/11/2019;5 294,12;-5 294,12;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001890;Unpatented software and technology;01/11/2019;2 751,04;-2 751,04;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001889;Unpatented software and technology;01/11/2019;10 349,86;-10 349,86;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001888;Unpatented software and technology;01/11/2019;4 991,28;-4 991,28;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001887;Unpatented software and technology;01/11/2019;22 637,38;-22 637,38;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001885;Unpatented software and technology;01/11/2019;19 343,06;-19 343,06;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001883;Unpatented software and technology;01/11/2019;2 933,47;-2 933,47;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001905;Unpatented software and technology;01/11/2019;3 199,82;-3 199,82;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001656;Unpatented software and technology;01/11/2019;6 807,84;-6 807,84;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001688;Unpatented software and technology;01/11/2019;4 378,32;-4 378,32;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001675;Unpatented software and technology;01/11/2019;6 660,00;-6 660,00;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001672;Unpatented software and technology;01/11/2019;53,42;-53,42;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001669;Unpatented software and technology;01/11/2019;9 427,42;-9 427,42;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001665;Unpatented software and technology;01/11/2019;4 252,40;-4 252,40;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001850;Unpatented software and technology;01/11/2019;10 702,56;-10 702,56;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001659;Unpatented software and technology;01/11/2019;846,48;-846,48;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001727;Unpatented software and technology;01/11/2019;46 513,43;-46 513,43;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001653;Unpatented software and technology;01/11/2019;13 188,92;-13 188,92;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001651;Unpatented software and technology;01/11/2019;45 811,65;-45 811,65;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001650;Unpatented software and technology;01/11/2019;27 452,82;-27 452,82;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001648;Unpatented software and technology;01/11/2019;4 127,67;-4 127,67;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001646;Unpatented software and technology;01/11/2019;46 356,31;-46 356,31;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001644;Unpatented software and technology;01/11/2019;12 894,77;-12 894,77;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001662;Unpatented software and technology;01/11/2019;198,36;-198,36;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001745;Unpatented software and technology;01/11/2019;4 731,69;-4 731,69;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500002014;Unpatented software and technology;01/11/2019;19 901,90;-19 901,90;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001759;Unpatented software and technology;01/11/2019;14 427,05;-14 427,05;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001757;Unpatented software and technology;01/11/2019;16 856,53;-16 856,53;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001755;Unpatented software and technology;01/11/2019;11 856,13;-11 856,13;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001753;Unpatented software and technology;01/11/2019;7 953,95;-7 953,95;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001752;Unpatented software and technology;01/11/2019;3 422,39;-3 422,39;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001719;Unpatented software and technology;01/11/2019;16 107,08;-16 107,08;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001746;Unpatented software and technology;01/11/2019;1 676,67;-1 676,67;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001723;Unpatented software and technology;01/11/2019;6 726,10;-6 726,10;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001744;Unpatented software and technology;01/11/2019;3 188,87;-3 188,87;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001741;Unpatented software and technology;01/11/2019;1 802,41;-1 802,41;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001737;Unpatented software and technology;01/11/2019;28 790,71;-28 790,71;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001735;Unpatented software and technology;01/11/2019;23 620,42;-23 620,42;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001731;Unpatented software and technology;01/11/2019;844,47;-844,47;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001779;Unpatented software and technology;01/11/2019;13 913,08;-13 913,08;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001749;Unpatented software and technology;01/11/2019;1 386,47;-1 386,47;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500003132;Unpatented software and technology;01/11/2019;6 641,82;-6 641,82;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000356;Unpatented software and technology;01/12/2019;278,92;-278,92;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001708;Unpatented software and technology;01/12/2019;1 897,27;-1 897,27;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001716;Unpatented software and technology;01/12/2019;5 545,87;-5 545,87;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000920;Unpatented software and technology;01/12/2019;5 353,23;-5 353,23;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000923;Unpatented software and technology;01/12/2019;3 736,17;-3 736,17;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000362;Unpatented software and technology;01/12/2019;17 163,01;-17 163,01;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001848;Unpatented software and technology;01/12/2019;66 866,81;-66 866,81;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001884;Unpatented software and technology;01/12/2019;988,78;-988,78;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000359;Unpatented software and technology;01/12/2019;6 538,29;-6 538,29;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001700;Unpatented software and technology;01/12/2019;279,63;-279,63;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000933;Unpatented software and technology;01/12/2019;5 098,31;-5 098,31;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500002575;Unpatented software and technology;01/12/2019;59 790,34;-59 790,34;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000935;Unpatented software and technology;01/12/2019;4 588,48;-4 588,48;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000352;Unpatented software and technology;01/12/2019;1 268,09;-1 268,09;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001855;Unpatented software and technology;01/12/2019;8 965,50;-8 965,50;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000031;Unpatented software and technology;01/12/2019;7 832,33;-7 832,33;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001863;Unpatented software and technology;01/12/2019;13 668,54;-13 668,54;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000468;Unpatented software and technology;01/12/2019;2 983,09;-2 983,09;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000929;Unpatented software and technology;01/12/2019;36 857,82;-36 857,82;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001601;Unpatented software and technology;01/12/2019;18 773,26;-18 773,26;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000419;Unpatented software and technology;01/12/2019;7 116,06;-7 116,06;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000415;Unpatented software and technology;01/12/2019;890,65;-890,65;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001577;Unpatented software and technology;01/12/2019;5 611,18;-5 611,18;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001587;Unpatented software and technology;01/12/2019;727,29;-727,29;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001589;Unpatented software and technology;01/12/2019;2 918,88;-2 918,88;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001591;Unpatented software and technology;01/12/2019;2 977,26;-2 977,26;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001593;Unpatented software and technology;01/12/2019;3 385,90;-3 385,90;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001595;Unpatented software and technology;01/12/2019;846,48;-846,48;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001705;Unpatented software and technology;01/12/2019;1 118,90;-1 118,90;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001599;Unpatented software and technology;01/12/2019;49 640,42;-49 640,42;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001703;Unpatented software and technology;01/12/2019;912,15;-912,15;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001605;Unpatented software and technology;01/12/2019;103,37;-103,37;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001608;Unpatented software and technology;01/12/2019;27 447,83;-27 447,83;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001611;Unpatented software and technology;01/12/2019;2 408,08;-2 408,08;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000410;Unpatented software and technology;01/12/2019;278 697,00;-278 697,00;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000408;Unpatented software and technology;01/12/2019;122,23;-122,23;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000405;Unpatented software and technology;01/12/2019;1 224,70;-1 224,70;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001697;Unpatented software and technology;01/12/2019;2 043,22;-2 043,22;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000040;Unpatented software and technology;01/12/2019;130,12;-130,12;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001597;Unpatented software and technology;01/12/2019;700,53;-700,53;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000175;Unpatented software and technology;01/12/2019;51 891,85;-51 891,85;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000235;Unpatented software and technology;01/12/2019;6 860,83;-6 860,83;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000211;Unpatented software and technology;01/12/2019;9 263,64;-9 263,64;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000206;Unpatented software and technology;01/12/2019;39 481,59;-39 481,59;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000201;Unpatented software and technology;01/12/2019;10 710,65;-10 710,65;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000087;Unpatented software and technology;01/12/2019;8 887,99;-8 887,99;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000198;Unpatented software and technology;01/12/2019;1 057,18;-1 057,18;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000195;Unpatented software and technology;01/12/2019;8 386,92;-8 386,92;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000349;Unpatented software and technology;01/12/2019;3 101,31;-3 101,31;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000177;Unpatented software and technology;01/12/2019;3 055,71;-3 055,71;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000287;Unpatented software and technology;01/12/2019;17 785,71;-17 785,71;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000169;Unpatented software and technology;01/12/2019;3 269,15;-3 269,15;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000166;Unpatented software and technology;01/12/2019;21 400,74;-21 400,74;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500002342;Unpatented software and technology;01/12/2019;11 799,63;-11 799,63;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000094;Unpatented software and technology;01/12/2019;1 371,87;-1 371,87;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000097;Unpatented software and technology;01/12/2019;18 699,07;-18 699,07;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000099;Unpatented software and technology;01/12/2019;5 545,87;-5 545,87;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000103;Unpatented software and technology;01/12/2019;1 375,52;-1 375,52;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000110;Unpatented software and technology;01/12/2019;3 429,20;-3 429,20;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000182;Unpatented software and technology;01/12/2019;33 464,96;-33 464,96;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500002020;Unpatented software and technology;01/12/2019;4 843,39;-4 843,39;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000047;Unpatented software and technology;01/12/2019;9 291,77;-9 291,77;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001909;Unpatented software and technology;01/12/2019;988,78;-988,78;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001911;Unpatented software and technology;01/12/2019;109,46;-109,46;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000346;Unpatented software and technology;01/12/2019;3 831,03;-3 831,03;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000342;Unpatented software and technology;01/12/2019;4 563,18;-4 563,18;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000339;Unpatented software and technology;01/12/2019;4 188,59;-4 188,59;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000337;Unpatented software and technology;01/12/2019;1 089,72;-1 089,72;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000060;Unpatented software and technology;01/12/2019;3 907,92;-3 907,92;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000238;Unpatented software and technology;01/12/2019;2 179,43;-2 179,43;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000070;Unpatented software and technology;01/12/2019;40,75;-40,75;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000284;Unpatented software and technology;01/12/2019;5 592,57;-5 592,57;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000074;Unpatented software and technology;01/12/2019;278,87;-278,87;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000077;Unpatented software and technology;01/12/2019;7 151,26;-7 151,26;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000080;Unpatented software and technology;01/12/2019;6 421,54;-6 421,54;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500002499;Unpatented software and technology;01/12/2019;32 607,77;-32 607,77;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000310;Unpatented software and technology;01/12/2019;1 466,74;-1 466,74;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000308;Unpatented software and technology;01/12/2019;427,80;-427,80;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000306;Unpatented software and technology;01/12/2019;305,57;-305,57;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000926;Unpatented software and technology;01/12/2019;3 308,06;-3 308,06;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000063;Unpatented software and technology;01/12/2019;5 870,84;-5 870,84;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001150;Unpatented software and technology;01/12/2019;2 043,22;-2 043,22;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000773;Unpatented software and technology;01/12/2019;4 655,61;-4 655,61;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000808;Unpatented software and technology;01/12/2019;8 887,99;-8 887,99;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000801;Unpatented software and technology;01/12/2019;18 050,26;-18 050,26;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000799;Unpatented software and technology;01/12/2019;30 465,81;-30 465,81;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000470;Unpatented software and technology;01/12/2019;6 839,91;-6 839,91;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000788;Unpatented software and technology;01/12/2019;1 830,38;-1 830,38;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001137;Unpatented software and technology;01/12/2019;7 966,11;-7 966,11;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001138;Unpatented software and technology;01/12/2019;10 216,08;-10 216,08;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000784;Unpatented software and technology;01/12/2019;47 737,72;-47 737,72;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001142;Unpatented software and technology;01/12/2019;289 968,00;-289 968,00;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000814;Unpatented software and technology;01/12/2019;3 632,84;-3 632,84;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001148;Unpatented software and technology;01/12/2019;14 265,89;-14 265,89;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000816;Unpatented software and technology;01/12/2019;25 269,10;-25 269,10;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001153;Unpatented software and technology;01/12/2019;9 121,50;-9 121,50;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001155;Unpatented software and technology;01/12/2019;9 972,78;-9 972,78;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001157;Unpatented software and technology;01/12/2019;13 878,18;-13 878,18;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001160;Unpatented software and technology;01/12/2019;13 076,58;-13 076,58;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001163;Unpatented software and technology;01/12/2019;3 596,06;-3 596,06;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001166;Unpatented software and technology;01/12/2019;51 815,95;-51 815,95;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001167;Unpatented software and technology;01/12/2019;5 823,17;-5 823,17;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500001169;Unpatented software and technology;01/12/2019;20 219,49;-20 219,49;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000780;Unpatented software and technology;01/12/2019;32 440,92;-32 440,92;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000776;Unpatented software and technology;01/12/2019;3 603,07;-3 603,07;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000774;Unpatented software and technology;01/12/2019;37 934,86;-37 934,86;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000781;Unpatented software and technology;01/12/2019;22 161,50;-22 161,50;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000893;Unpatented software and technology;01/12/2019;1 507,90;-1 507,90;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000917;Unpatented software and technology;01/12/2019;3 192,52;-3 192,52;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000914;Unpatented software and technology;01/12/2019;3 192,52;-3 192,52;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000911;Unpatented software and technology;01/12/2019;4 232,38;-4 232,38;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000908;Unpatented software and technology;01/12/2019;15 144,12;-15 144,12;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000907;Unpatented software and technology;01/12/2019;4 203,19;-4 203,19;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
221500000905;Unpatented software and technology;01/12/2019;1 688,09;-1 688,09;0;0;EUR;3;0,00;Cost model (i.e. value equals cost minus depreciation);30/06/2024;Internal
