tax_group;jurisdiction;tax_rate;profit_relevant_tax_group;existence_cap_recogn;due_losses;due_temporary_diff;condfuture_prof;not_condfuture_prof;subject_other_cond;without_expiry_date;expiring_year;expiring_one_two_years;expiring_two_three_years;expiring_three_four_years;expiring_four_five_years;expiring_more_five_years
Santander Totta SGPS;Portugal;0,31;1030195736;No;0;149379032;0;149379032;0;149379032;0;0;0;0;0;0
